Protein	Family,,Description
P0A9M9	PIRSF006107,,phosphate acetyltransferase, Proteobacteria type
P0A9N7	PIRSF000369,,pyruvate formate-lyase activating enzyme with radical SAM domain, PflA type
P0A9P0	PIRSF000210,,dihydrolipoamide dehydrogenase
P0A9P2	PIRSF000210,,dihydrolipoamide dehydrogenase
P0A9P3	PIRSF000210,,dihydrolipoamide dehydrogenase
P0A9Q1	N/A,,N/A
P0A9Q7	PIRSF000111,,bifunctional aldehyde/alcohol dehydrogenase
P0A9Q8	PIRSF000111,,bifunctional aldehyde/alcohol dehydrogenase
P0A9Q9	PIRSF000148,,aspartate-semialdehyde dehydrogenase
P0A9R4	PIRSF000066,,2Fe-2S ferredoxin
P0A9S3	PIRSF000091,,alcohol dehydrogenase
P0A9T0	PIRSF000121,,D-3-phosphoglycerate dehydrogenase with ACT domain
P0A9T3	PIRSF000121,,D-3-phosphoglycerate dehydrogenase with ACT domain
P0A9U3	N/A,,N/A
P0A9V4	N/A,,N/A
P0A9W3	N/A,,N/A
P0A9W5	N/A,,N/A
P0A9X1	N/A,,N/A
P0A9X4	PIRSF003283,,rod shape-determining protein EnvB
P0A9X9	PIRSF002599,,cold shock protein, CspA type
P0A9Y6	PIRSF002599,,cold shock protein, CspA type
P0A9Z1	PIRSF039144,,nitrogen regulatory protein P-II
P0A9Z3	N/A,,N/A
P0A9Z6	N/A,,N/A
P0AA04	PIRSF002739,,phosphocarrier protein
P0AA06	PIRSF002739,,phosphocarrier protein
P0AA10	PIRSF002181,,ribosomal protein, L13p/L13Aa/L16e/organellar L13 types
P0AA12	PIRSF002181,,ribosomal protein, L13p/L13Aa/L16e/organellar L13 types
P0AA15	PIRSF002181,,ribosomal protein, L13p/L13Aa/L16e/organellar L13 types
P0AA16	N/A,,N/A
P0AA18	N/A,,N/A
P0AA21	N/A,,N/A
P0AA25	PIRSF000077,,thioredoxin
P0AA48	PIRSF006060,,amino acid transporter
P0AAB6	N/A,,N/A
P0AAB8	PIRSF006276,,universal stress protein A
P0AAB9	N/A,,N/A
P0AAC0	PIRSF004490,,YdaA protein
P0AAC2	PIRSF004490,,YdaA protein
P0AAC3	PIRSF004490,,YdaA protein
P0AAF9	N/A,,N/A
P0AAG8	N/A,,N/A
P0AAG9	N/A,,N/A
P0AAI8	N/A,,N/A
P0AAI9	PIRSF000446,,malonyl CoA-acyl carrier protein transacylase
P0AAJ7	PIRSF036298,,formate dehydrogenase, iron-sulfur subunit
P0AAL8	N/A,,N/A
P0AAN3	PIRSF005624,,Ni(2+)-binding GTPase, [NiFe]-hydrogenase/urease maturation factor
P0AAP0	PIRSF038305,,uncharacterized conserved protein
P0AAQ4	PIRSF018247,,PIRSF018247
P0AAQ5	PIRSF018247,,PIRSF018247
P0AAQ9	PIRSF007028,,uncharacterized conserved protein
P0AAS1	PIRSF020692,,probable membrane protein YlaC
P0AAT5	N/A,,N/A
P0AAT9	PIRSF020712,,PIRSF020712
P0AAU2	N/A,,N/A
P0AAU3	N/A,,N/A
P0AB14	N/A,,N/A
P0AB18	PIRSF006223,,sulfur transfer protein, DsrC/TusE type
P0AB43	N/A,,N/A
P0AB52	PIRSF004704,,YchN protein
P0AB54	PIRSF004704,,YchN protein
P0AB69	PIRSF000204,,NAD(P) transhydrogenase, beta subunit
P0AB70	PIRSF000204,,NAD(P) transhydrogenase, beta subunit
P0AB71	PIRSF001359,,fructose-bisphosphate aldolase II
P0AB72	PIRSF001359,,fructose-bisphosphate aldolase II
P0AB73	PIRSF001359,,fructose-bisphosphate aldolase II
P0AB79	PIRSF038087,,8-amino-7-oxononanoate synthase / 2-amino-3-ketobutyrate:CoA ligase [Parent=PIRSF800003];;PIRSF800003,,alpha-oxoamine synthase
P0AB80	PIRSF038946,,branched chain amino acid aminotransferase
P0AB88	PIRSF001463,,class II aldolase/adducin, N-terminal
P0AB89	PIRSF001395,,fumarate hydratase
P0AB92	PIRSF001361,,3-deoxy-7-phosphoheptulonate synthase
P0ABA0	PIRSF001284,,F-type ATP synthase, subunits b/b'
P0ABA8	N/A,,N/A
P0ABB0	N/A,,N/A
P0ABB2	N/A,,N/A
P0ABB3	N/A,,N/A
P0ABB4	N/A,,N/A
P0ABB6	N/A,,N/A
P0ABB7	N/A,,N/A
P0ABB8	PIRSF001297,,Na(+)/K(+)-transporting ATPase alpha chain
P0ABD5	PIRSF001597,,acetyl-CoA carboxylase, carboxyltransferase alpha chain
P0ABD7	PIRSF001597,,acetyl-CoA carboxylase, carboxyltransferase alpha chain
P0ABD8	N/A,,N/A
P0ABE0	N/A,,N/A
P0ABF6	PIRSF006334,,cytidine deaminase with pseudo-catalytic domain
P0ABH0	PIRSF003101,,cell division protein FtsA
P0ABH2	N/A,,N/A
P0ABH3	N/A,,N/A
P0ABH7	PIRSF001369,,citrate synthase
P0ABH8	N/A,,N/A
P0ABJ1	PIRSF000292,,ubiquinol oxidase, subunit II
P0ABJ9	N/A,,N/A
P0ABK1	N/A,,N/A
P0ABK4	N/A,,N/A
P0ABK5	PIRSF001405,,cysteine synthase
P0ABP8	PIRSF006362,,purine-nucleoside phosphorylase pnp
P0ABQ4	PIRSF000194,,dihydrofolate reductase
P0ABR3	N/A,,N/A
P0ABT0	N/A,,N/A
P0ABT2	PIRSF005900,,ferritin-like protein, Dps type
P0ABT3	PIRSF005900,,ferritin-like protein, Dps type
P0ABT4	PIRSF005900,,ferritin-like protein, Dps type
P0ABU2	PIRSF006641,,GTP-dependent nucleic acid-binding protein, EngD type
P0ABU4	PIRSF006641,,GTP-dependent nucleic acid-binding protein, EngD type
P0ABU5	PIRSF006320,,enhancing lycopene biosynthesis protein 2
P0ABX2	PIRSF002890,,rod protein FlgC
P0ABZ8	N/A,,N/A
P0AC13	PIRSF000499,,dihydropteroate synthase
P0AC15	PIRSF000499,,dihydropteroate synthase
P0AC33	PIRSF001394,,iron-dependent fumarate hydratase
P0AC38	PIRSF001395,,fumarate hydratase
P0AC40	PIRSF001395,,fumarate hydratase
P0AC41	N/A,,N/A
P0AC47	PIRSF000176,,fumarate reductase/succinate dehydrogenase (ubiquinone), iron-sulfur protein
P0AC50	PIRSF000176,,fumarate reductase/succinate dehydrogenase (ubiquinone), iron-sulfur protein
P0AC55	N/A,,N/A
P0AC59	PIRSF019186,,PIRSF019186
P0AC62	PIRSF000078,,glutaredoxin
P0AC69	PIRSF005894,,monothiol glutaredoxin
P0AC81	N/A,,N/A
P0AC87	PIRSF000460,,glucan phosphorylase
P0AC90	N/A,,N/A
P0AC91	N/A,,N/A
P0ACA3	PIRSF003279,,stringent starvation protein A
P0ACA5	PIRSF003279,,stringent starvation protein A
P0ACB3	PIRSF001415,,porphobilinogen synthase
P0ACB4	PIRSF020697,,protoporphyrinogen oxidase
P0ACB9	PIRSF030755,,heme biosynthesis enzyme hemY
P0ACC2	PIRSF037013,,(N5)-glutamine methyltransferase, Hemk type
P0ACC3	N/A,,N/A
P0ACD6	N/A,,N/A
P0ACD7	N/A,,N/A
P0ACD8	PIRSF000306,,hydrogenase (NiFe) large chain
P0ACE2	PIRSF000306,,hydrogenase (NiFe) large chain
P0ACE5	PIRSF006255,,modulating protein YmoA
P0ACE6	PIRSF006255,,modulating protein YmoA
P0ACE7	N/A,,N/A
P0ACF0	PIRSF002095,,DNA-binding protein HU, alpha/beta subunits
P0ACF4	PIRSF002095,,DNA-binding protein HU, alpha/beta subunits
P0ACF8	PIRSF002096,,DNA binding protein HnS
P0ACG0	N/A,,N/A
P0ACG1	PIRSF002096,,DNA binding protein HnS
P0ACG3	N/A,,N/A
P0ACI9	N/A,,N/A
P0ACJ0	N/A,,N/A
P0ACK9	PIRSF003199,,fuc operon regulatory protein
P0ACL4	N/A,,N/A
P0ACL8	N/A,,N/A
P0ACN4	N/A,,N/A
P0ACP3	PIRSF002812,,lac repressor
P0ACP8	PIRSF002812,,lac repressor
P0ACS1	PIRSF027959,,transcriptional regulator, MarR type
P0ACW7	N/A,,N/A
P0ACZ3	N/A,,N/A
P0ACZ4	PIRSF002868,,response regulator, NarL type
P0ACZ7	PIRSF002868,,response regulator, NarL type
P0AD23	PIRSF025548,,PIRSF025548
P0AD24	PIRSF006188,,uncharacterized conserved protein
P0AD59	PIRSF009103,,inhibitor of vertebrate lysozyme
P0AD61	PIRSF000678,,pyruvate kinase
P0AD62	PIRSF000678,,pyruvate kinase
P0ADB1	PIRSF029778,,PIRSF029778
P0ADB7	N/A,,N/A
P0ADC5	N/A,,N/A
P0ADE6	N/A,,N/A
P0ADE9	N/A,,N/A
P0ADG7	PIRSF000130,,inosine-5'-monophosphate dehydrogenase
P0ADG8	PIRSF000130,,inosine-5'-monophosphate dehydrogenase
P0ADI4	PIRSF001111,,isochorismatase
P0ADN2	PIRSF018820,,PIRSF018820
P0ADN4	PIRSF018820,,PIRSF018820
P0ADN5	PIRSF018820,,PIRSF018820
P0ADQ7	PIRSF006124,,uncharacterized conserved protein
P0ADR7	PIRSF028774,,uncharacterized conserved protein
P0ADS2	PIRSF005004,,hypothetical protein HI0857
P0ADS5	PIRSF005004,,hypothetical protein HI0857
P0ADT4	N/A,,N/A
P0ADU5	PIRSF006283,,uncharacterized conserved protein, YgiW type
P0ADW3	PIRSF006318,,uncharacterized membrane protein YhcB
P0ADW5	N/A,,N/A
P0ADX1	N/A,,N/A
P0ADY3	PIRSF002182,,ribosomal protein, L14p/L14a/L23e/organellar L14 types
P0ADY6	PIRSF002182,,ribosomal protein, L14p/L14a/L23e/organellar L14 types
P0ADY7	PIRSF002185,,ribosomal protein L16
P0ADZ3	N/A,,N/A
P0AE08	PIRSF000239,,peroxiredoxin, AhpC type
P0AE10	N/A,,N/A
P0AE11	N/A,,N/A
P0AE12	PIRSF020580,,PIRSF020580
P0AE18	PIRSF001120,,methionine aminopeptidase
P0AE20	PIRSF001120,,methionine aminopeptidase
P0AE21	PIRSF001120,,methionine aminopeptidase
P0AE39	PIRSF006198,,response regulator with LytTR DNA-binding domain, AlgR/VirR/ComE type
P0AE52	PIRSF005929,,bacterioferritin comigratory protein
P0AE54	PIRSF005929,,bacterioferritin comigratory protein
P0AE55	PIRSF005929,,bacterioferritin comigratory protein
P0AE62	N/A,,N/A
P0AE67	PIRSF038887,,chemotaxis protein CheY
P0AE68	N/A,,N/A
P0AE82	PIRSF002841,,EnvZ protein
P0AE88	N/A,,N/A
P0AEB2	N/A,,N/A
P0AEB7	PIRSF004689,,translation initiation inhibitor, TdcF type
P0AEC3	PIRSF003182,,aerobic respiration control hybrid signal transduction histidine kinase ArcB
P0AED0	PIRSF006276,,universal stress protein A
P0AED2	N/A,,N/A
P0AED5	PIRSF002868,,response regulator, NarL type
P0AED6	PIRSF002868,,response regulator, NarL type
P0AEE5	N/A,,N/A
P0AEE7	N/A,,N/A
P0AEH5	PIRSF006124,,uncharacterized conserved protein
P0AEI3	PIRSF004936,,S-adenosyl-L-dependent radical SAM enzyme, miab type
P0AEJ4	PIRSF002841,,EnvZ protein
P0AEK2	N/A,,N/A
P0AEK5	N/A,,N/A
P0AEL5	N/A,,N/A
P0AEP5	N/A,,N/A
P0AES0	N/A,,N/A
P0AES5	PIRSF001512,,type II topoisomerase, subunit A;;PIRSF500085,,DNA gyrase, subunit A [Parent=PIRSF001512]
P0AES7	PIRSF001511,,type II topoisomerase, subunit B
P0AES8	PIRSF001511,,type II topoisomerase, subunit B
P0AET8	N/A,,N/A
P0AET9	N/A,,N/A
P0AEU0	N/A,,N/A
P0AEU7	PIRSF002094,,outer membrane protein 26/chaperone protein Skp
P0AEV1	PIRSF036391,,response regulator, Hnr type
P0AEX9	PIRSF002818,,maltose binding protein
P0AEZ6	N/A,,N/A
P0AEZ9	PIRSF006443,,molybdenum cofactor biosynthesis protein MoaB
P0AF04	PIRSF036627,,molybdenum cofactor molybdenum incorporation protein MogA
P0AF05	PIRSF036627,,molybdenum cofactor molybdenum incorporation protein MogA
P0AF24	N/A,,N/A
P0AF25	N/A,,N/A
P0AF28	PIRSF002868,,response regulator, NarL type
P0AF49	PIRSF004681,,uncharacterized conserved protein
P0AF50	PIRSF019590,,PIRSF019590
P0AF69	PIRSF006361,,ATPase likely involved in cell wall biosynthesis
P0AF93	PIRSF004689,,translation initiation inhibitor, TdcF type
P0AFA3	PIRSF003167,,signal transduction histidine kinase, nitrate/nitrite-sensing
P0AFB5	PIRSF002847,,GlnL regulatory protein II
P0AFB6	PIRSF002847,,GlnL regulatory protein II
P0AFC7	PIRSF002913,,[NiFe]-hydrogenase-3-type complex, small subunit/NADH:quinone oxidoreductase (complex I), PSST/NdhK/NuoB subunit;;PIRSF500035,,NADH:quinone oxidoreductase (complex I), PSST/NdhK/NuoB subunit [Parent=PIRSF002913]
P0AFC9	PIRSF002913,,[NiFe]-hydrogenase-3-type complex, small subunit/NADH:quinone oxidoreductase (complex I), PSST/NdhK/NuoB subunit
P0AFD6	N/A,,N/A
P0AFD8	N/A,,N/A
P0AFD9	N/A,,N/A
P0AFE3	N/A,,N/A
P0AFF9	N/A,,N/A
P0AFG0	N/A,,N/A
P0AFG5	PIRSF000157,,2-oxoglutarate dehydrogenase, E1 component
P0AFG6	PIRSF000432,,dihydrolipoamide acetyltransferase
P0AFG8	PIRSF000156,,pyruvate dehydrogenase, E1 component
P0AFG9	PIRSF000156,,pyruvate dehydrogenase, E1 component
P0AFH6	N/A,,N/A
P0AFH8	PIRSF016140,,probable periplasmic protein
P0AFI8	PIRSF000190,,pyridoxamine-phosphate oxidase
P0AFJ1	N/A,,N/A
P0AFJ5	PIRSF039148,,phosphate regulon transcriptional regulatory protein phoB
P0AFJ6	N/A,,N/A
P0AFM2	PIRSF002797,,glycine betaine and proline transport system binding protein ProX
P0AFM6	N/A,,N/A
P0AFP6	PIRSF006642,,uncharacterized protein with NIF3 domain, YbgI type
P0AFP8	PIRSF006642,,uncharacterized protein with NIF3 domain, YbgI type
P0AFU9	PIRSF000498,,riboflavin synthase, alpha subunit
P0AFW2	N/A,,N/A
P0AG07	PIRSF001461,,ribulose-phosphate 3-epimerase
P0AG10	N/A,,N/A
P0AG23	PIRSF000973,,guanosine 3',5'-bis(diphosphate) 3'-pyrophosphatase
P0AG26	PIRSF000973,,guanosine 3',5'-bis(diphosphate) 3'-pyrophosphatase
P0AG30	PIRSF003054,,transcription termination factor rho
P0AG40	PIRSF004491,,riboflavin biosynthesis protein RibF/RibC types
P0AG46	N/A,,N/A
P0AG48	PIRSF002195,,ribosomal protein L21
P0AG49	PIRSF002195,,ribosomal protein L21
P0AG51	PIRSF002211,,ribosomal protein L30p
P0AG55	PIRSF002162,,ribosomal protein, L6p/L6a/L9e/organellar L9 types
P0AG57	PIRSF002162,,ribosomal protein, L6p/L6a/L9e/organellar L9 types
P0AG58	PIRSF002162,,ribosomal protein, L6p/L6a/L9e/organellar L9 types
P0AG61	PIRSF002137,,ribosomal protein, S14p/S14a/S29e/organellar S14 types
P0AG63	N/A,,N/A
P0AG65	N/A,,N/A
P0AG66	N/A,,N/A
P0AG67	PIRSF002111,,30S ribosomal protein S1
P0AG70	N/A,,N/A
P0AG73	N/A,,N/A
P0AG83	N/A,,N/A
P0AG86	PIRSF003204,,protein-export protein SecB
P0AG92	N/A,,N/A
P0AG95	PIRSF005005,,preprotein translocase Sec, SecF subunit
P0AGA2	PIRSF004557,,preprotein translocase Sec, SecY/Sec61-alpha subunit
P0AGA4	PIRSF004557,,preprotein translocase Sec, SecY/Sec61-alpha subunit
P0AGA5	PIRSF004557,,preprotein translocase Sec, SecY/Sec61-alpha subunit
P0AGA6	PIRSF002868,,response regulator, NarL type
P0AGB0	N/A,,N/A
P0AGD3	PIRSF000349,,superoxide dismutase, Mn/Fe specific
P0AGD6	PIRSF000349,,superoxide dismutase, Mn/Fe specific
P0AGE9	PIRSF001553,,succinyl-CoA synthetase, alpha subunit
P0AGG4	N/A,,N/A
P0AGG8	PIRSF004919,,peptidase, TldD type
P0AGJ0	N/A,,N/A
P0AGJ1	N/A,,N/A
P0AGJ9	PIRSF001517,,tyrosine-tRNA ligase
P0C018	PIRSF002188,,ribosomal protein L18
P0C020	PIRSF002188,,ribosomal protein L18
P0C021	PIRSF002188,,ribosomal protein L18
P0C037	PIRSF029178,,PIRSF029178
P0C039	PIRSF029178,,PIRSF029178
P0C046	N/A,,N/A
P0C055	N/A,,N/A
P0C061	PIRSF001609,,peptide antibiotic biosynthesis protein, gramicidin S synthetase I type
P0C0F6	N/A,,N/A
P0C0L2	N/A,,N/A
P0C0L7	PIRSF003274,,citrate utilization determinant
P0C0L8	PIRSF003274,,citrate utilization determinant
P0C0R8	PIRSF005461,,23S ribosomal RNA methyltransferase
P0C0V0	PIRSF004945,,serine proteinase, DO type
P0C281	N/A,,N/A
P0C5S3	PIRSF036385,,response regulator, RegA/PrrA/ActR type
P0C5S4	PIRSF036708,,PIRSF036708
P0C8J6	N/A,,N/A
P0C8J8	N/A,,N/A
P0CE47	N/A,,N/A
P0CE48	N/A,,N/A
P0CG95	N/A,,N/A
P0CG96	N/A,,N/A
P0CH91	N/A,,N/A
P0CI73	N/A,,N/A
P0CI74	N/A,,N/A
P0CI75	N/A,,N/A
P0CI78	N/A,,N/A
P0CI80	N/A,,N/A
P0CV86	N/A,,N/A
P0DJF8	N/A,,N/A
P0DJM1	N/A,,N/A
P0DJM2	N/A,,N/A
P0DJM3	N/A,,N/A
P0DJO8	N/A,,N/A
P0DJP1	N/A,,N/A
P0DJP2	N/A,,N/A
P0DM80	N/A,,N/A
P10121	PIRSF003098,,cell division protein FtsY
P10408	PIRSF002824,,preprotein translocase, SecA subunit
P10727	PIRSF002930,,sporulation protein stage II
P10908	PIRSF001115,,glycerophosphoryl diester phosphodiesterase
P10958	PIRSF002868,,response regulator, NarL type
P11044	PIRSF000387,,thymidylate synthase
P11065	PIRSF021434,,protease production regulatory protein hpr
P11162	N/A,,N/A
P11311	N/A,,N/A
P11386	PIRSF000102,,L-lactate/malate dehydrogenase
P11447	PIRSF001440,,argininosuccinate lyase
P11454	N/A,,N/A
P11502	PIRSF000699,,phosphotransferase system, lactose/cellobiose-specific component IIA
P11513	PIRSF000765,,DNA-directed RNA polymerase 132K polypeptide
P11830	PIRSF002734,,acyl/peptidyl carrier protein
P11875	N/A,,N/A
P12042	PIRSF001587,,phosphoribosylformylglycinamidine synthase component II
P12043	PIRSF001572,,phosphoribosylformylglycinamidine cyclo-ligase
P12046	PIRSF039086,,phosphoribosylaminoimidazole-succinocarboxamide synthase
P12048	PIRSF000414,,bifunctional purine biosynthesis protein, PurH type
P12425	N/A,,N/A
P12464	PIRSF000776,,DNA-directed RNA polymerase, delta subunit
P12669	N/A,,N/A
P12758	PIRSF006362,,purine-nucleoside phosphorylase pnp
P12784	PIRSF002734,,acyl/peptidyl carrier protein
P12873	PIRSF002210,,50S ribosomal protein L29
P12875	PIRSF002182,,ribosomal protein, L14p/L14a/L23e/organellar L14 types
P12877	PIRSF002161,,ribosomal protein, L5p/L5a/L11e/organellar L5 types
P12879	PIRSF002126,,30S ribosomal protein S8
P12975	PIRSF002911,,photosystem I chain IV
P13024	PIRSF018296,,formate dehydrogenase accessory protein FdhE
P13029	PIRSF000297,,catalase HPI
P13035	PIRSF000140,,glycerol-3-phosphate dehydrogenase (aerobic)
P13039	PIRSF002823,,fes protein
P13128	N/A,,N/A
P13243	PIRSF001359,,fructose-bisphosphate aldolase II
P13267	PIRSF005548,,DNA-directed DNA polymerase III alpha chain PolC
P13484	N/A,,N/A
P13485	N/A,,N/A
P13714	PIRSF000102,,L-lactate/malate dehydrogenase
P13799	PIRSF003169,,signal transduction histidine kinase DegS
P13800	PIRSF002868,,response regulator, NarL type
P13927	PIRSF003007,,translation elongation factor Tu
P13981	PIRSF006356,,arginine deiminase ArcA
P14175	N/A,,N/A
P14192	PIRSF005812,,N-acetylglucosamine-1-phosphate uridyltransferase
P14193	PIRSF000738,,ribose-phosphate pyrophosphokinase catalytic chain
P14407	PIRSF001394,,iron-dependent fumarate hydratase
P14577	PIRSF002185,,ribosomal protein L16
P14900	PIRSF001562,,UDP-N-acetylmuramate-alanine ligase
P14949	PIRSF000077,,thioredoxin
P14951	PIRSF003143,,excinuclease ABC chain C
P15042	PIRSF001604,,DNA ligase (NAD), LigA type
P15106	N/A,,N/A
P15254	PIRSF001588,,phosphoribosylformylglycinamidine synthase
P15288	PIRSF016599,,aminoacyl-histidine dipeptidase
P15401	PIRSF006611,,transcription antiterminator LicT
P15729	N/A,,N/A
P15874	PIRSF005480,,GrpE protein, DnaK cofactor
P16033	N/A,,N/A
P16263	PIRSF000432,,dihydrolipoamide acetyltransferase
P16449	PIRSF029886,,KinB signaling pathway activation protein
P16575	PIRSF002843,,EvgS protein
P16659	PIRSF001535,,proline--tRNA ligase, type 1
P16676	PIRSF002759,,inner membrane protein MalK
P16701	N/A,,N/A
P16971	N/A,,N/A
P17062	PIRSF002913,,[NiFe]-hydrogenase-3-type complex, small subunit/NADH:quinone oxidoreductase (complex I), PSST/NdhK/NuoB subunit;;PIRSF500035,,NADH:quinone oxidoreductase (complex I), PSST/NdhK/NuoB subunit [Parent=PIRSF002913]
P17117	PIRSF005426,,nitro/flavin reductase
P17127	PIRSF000688,,fructose phosphotransferase protein
P17196	PIRSF003007,,translation elongation factor Tu
P17315	N/A,,N/A
P17443	PIRSF003103,,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
P17444	PIRSF000137,,glucose-methanol-choline oxidoreductase
P17622	PIRSF018270,,riboflavin biosynthesis acetyltransferase, RibT type
P17820	PIRSF002581,,chaperone HSP70
P17865	PIRSF039064,,cell division protein FtsZ
P17876	PIRSF000687,,PTS system, mannitol-specific EIIA component
P17893	N/A,,N/A
P17903	PIRSF002930,,sporulation protein stage II
P17922	PIRSF001547,,phenylalanine-tRNA ligase beta chain
P18009	N/A,,N/A
P18014	N/A,,N/A
P18158	PIRSF000140,,glycerol-3-phosphate dehydrogenase (aerobic)
P18159	N/A,,N/A
P18185	PIRSF001590,,carbamoyl-phosphate synthase, large subunit
P19050	PIRSF002913,,[NiFe]-hydrogenase-3-type complex, small subunit/NADH:quinone oxidoreductase (complex I), PSST/NdhK/NuoB subunit;;PIRSF500035,,NADH:quinone oxidoreductase (complex I), PSST/NdhK/NuoB subunit [Parent=PIRSF002913]
P19125	PIRSF036581,,NADH:quinone oxidoreductase (complex I), subunit 30kD/NdhJ/NuoC
P19372	PIRSF002734,,acyl/peptidyl carrier protein
P19405	PIRSF000891,,alkaline phosphatase
P19406	PIRSF000891,,alkaline phosphatase
P19466	N/A,,N/A
P19569	PIRSF002909,,photosystem I chain II
P19582	PIRSF000098,,homoserine dehydrogenase
P19669	PIRSF000419,,transaldolase
P19931	N/A,,N/A
P19934	N/A,,N/A
P19947	PIRSF002211,,ribosomal protein L30p
P19993	PIRSF002581,,chaperone HSP70
P20099	PIRSF005612,,trimethylamine-N-oxide reductase
P20166	PIRSF000695,,phosphotransferase system N-acetylglucosamine-specific enzyme II
P20277	N/A,,N/A
P20282	PIRSF002134,,ribosomal protein, S13p/S13a/S18e/organellar S13 types
P20458	N/A,,N/A
P20668	N/A,,N/A
P20804	PIRSF002734,,acyl/peptidyl carrier protein
P20964	PIRSF002401,,GTP-binding protein, obg type
P20966	N/A,,N/A
P21165	PIRSF001118,,aminopeptidase P
P21171	N/A,,N/A
P21177	PIRSF001408,,enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase
P21189	N/A,,N/A
P21204	PIRSF025624,,ACT domain ligand-binding protein PheB
P21464	N/A,,N/A
P21465	N/A,,N/A
P21467	PIRSF002120,,ribosomal protein S5p/S5a/S2e/organellar S5
P21468	PIRSF002121,,ribosomal protein S6p
P21469	PIRSF002122,,ribosomal protein, S7p/S7a/S5e/organellar S7 types
P21470	PIRSF002127,,ribosomal protein, S9p/S9a/S16e/organellar S9 types;;PIRSF500016,,ribosomal protein S9p/S9a types [Parent=PIRSF002127]
P21471	PIRSF002128,,ribosomal protein, S10p/S10a/S20e/organellar S10 types
P21472	PIRSF002133,,ribosomal protein, S12p/S12a/S23e/organellar S12 types
P21473	PIRSF002138,,ribosomal protein S15
P21474	N/A,,N/A
P21476	PIRSF002144,,ribosomal protein, S19p/S19a/S15e/organellar S19 types
P21478	N/A,,N/A
P21513	N/A,,N/A
P21599	PIRSF000678,,pyruvate kinase;;PIRSF500293,,pyruvate kinase, cytosolic isozyme [Parent=PIRSF000678]
P21697	PIRSF000080,,blue copper protein, plastocyanin/azurin type;;PIRSF500342,,plastocyanin precursor [Parent=PIRSF000080]
P21866	N/A,,N/A
P21873	PIRSF000152,,pyruvate dehydrogenase (lipoamide) alpha chain
P21879	PIRSF000130,,inosine-5'-monophosphate dehydrogenase
P21880	PIRSF000210,,dihydrolipoamide dehydrogenase
P21882	N/A,,N/A
P21883	PIRSF000432,,dihydrolipoamide acetyltransferase
P21885	PIRSF005938,,lysine decarboxylase
P21888	PIRSF001536,,cysteine-tRNA ligase
P21889	N/A,,N/A
P22034	PIRSF003112,,chaperonin GroEL
P22106	PIRSF001589,,asparagine synthetase [glutamine-hydrolyzing]
P22255	PIRSF004949,,metal-dependent/Li(+)-inhibited phosphomonoesterase;;PIRSF500192,,3'-Phosphoadenosine 5'-phosphosulfate (PAPS) 3'-phosphatase, CysQ [Parent=PIRSF004949]
P22259	PIRSF006294,,phosphoenolpyruvate carboxykinase [ATP]
P22326	PIRSF001517,,tyrosine-tRNA ligase
P22447	PIRSF001511,,type II topoisomerase, subunit B
P22795	N/A,,N/A
P23112	N/A,,N/A
P23129	PIRSF000157,,2-oxoglutarate dehydrogenase, E1 component
P23349	N/A,,N/A
P23353	PIRSF001456,,chorismate synthase
P23388	PIRSF000689,,multiphosphoryl transfer protein
P23479	PIRSF000975,,DNA double-strand break repair complex, Mre11/SbcD subunit
P23522	PIRSF006229,,2,4-dihydroxyhept-2-ene-1,7
P23530	PIRSF000732,,phosphoenolpyruvate-protein phosphotransferase
P23532	PIRSF000699,,phosphotransferase system, lactose/cellobiose-specific component IIA
P23534	PIRSF002739,,phosphocarrier protein
P23538	PIRSF000854,,phosphoenolpyruvate synthase
P23545	N/A,,N/A
P23568	PIRSF003007,,translation elongation factor Tu
P23721	PIRSF000525,,phosphoserine aminotransferase
P23747	PIRSF003187,,response regulator, NtrC type
P23789	PIRSF006482,,probable transcription repressor YowR
P23836	N/A,,N/A
P23843	PIRSF002741,,peptide binding protein, MppA type
P23874	N/A,,N/A
P23893	PIRSF038089,,glutamate-1-semialdehyde 2,1-aminomutase
P23926	N/A,,N/A
P23966	PIRSF001407,,AU-specific RNA-binding protein AUH
P23971	N/A,,N/A
P24073	N/A,,N/A
P24141	PIRSF002741,,peptide binding protein, MppA type
P24182	PIRSF001595,,biotin carboxylase
P24188	N/A,,N/A
P24205	PIRSF026649,,lipid A biosynthesis lauroyl acyltransferase
