Protein	UniProt,,TIGRFAMs Accession,,Name,,Function,,Gene Symbol,,Isology Type,,Comment
A0QSG6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0QSP8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0QSQ1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0QSS3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0QSU3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0QSY1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0QT33	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0QUA6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0QUX6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0QV26	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0QV37	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0QVT6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0QVY1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0QVY4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0QVZ3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0QW11	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0QWG9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0QWQ9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0QWR2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0QWS9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0QWV0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0QYB1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0QYE8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0QYF6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0QYG2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0QYQ0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0QYR3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0R006	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0R012	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0R049	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0R054	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0R082	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0R0F3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0R0W9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0R2J4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0R2U6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0R2V4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0R2X1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0R2X3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0R316	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0R368	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0R3C1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0R3K5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0R3L2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0R3M3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0R3M6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0R4B3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0R4G4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0R4R5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0R574	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0R582	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0R5B0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0R5D6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0R5R8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0R5Z0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0R6Z6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0R7H5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0R7J1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0R7J6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1JS01	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1JS57	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KEI6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KEM3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KEN2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KEU8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KF76	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KFE4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KFH2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KFH3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KFQ1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KFR2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KFV6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KG00	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KG35	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KG43	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KGB4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KGE8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KGF0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KGG3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KGG5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KGI6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KGI8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KGJ6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KGL4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KGY5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KH33	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KH91	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KHA2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KHE8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KHE9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KHL8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KHN9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KHS4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KI95	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KI97	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KIM7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KIN7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KIS1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KJ01	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KJ27	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KJD0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KJN3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KJP9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KJR2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KJR4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KJX3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KKE0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KKH3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KKJ6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KKJ8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KKK8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KKK9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KKQ5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KL43	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KLE1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KLF8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KLQ3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KLT2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KLV6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KMC6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KMI1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KMI2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KML3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KML5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KMM4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KMQ3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KMU5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KMW6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KNQ0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KP49	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KP65	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KPA9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KPC8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KPE4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KPE8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KPR8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KPS2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KQF8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KQG0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A1KQH3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A2RN46	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A2T9S8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A3M1G4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A3M8K2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4F5N2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4F5N9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4F5R2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4F5S3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4F5S9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4F5W8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4F5Z4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4F627	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4F672	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4F673	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4F696	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4F6D0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4F6H7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4F6I7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4F6L2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4F6R6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4F6T8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4F6U4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4F6X7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4F6Y5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4F709	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4F741	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4F749	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4F761	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4F779	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4F7E0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4F7G2	A4F7G2,,TIGR00558,,pdxH,,pyridoxamine 5'-phosphate oxidase,,pdxH,,equivalog,,This HMM is similar to Pyridox_oxidase from PFAM but is designed to find only true pyridoxamine-phosphate oxidase and to ignore the related protein PhzG involved in phenazine biosynthesis. This protein from E. coli was characterized as a homodimer with two FMN per dimer.
A4F7J1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4F7L1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4F7L3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4F7T4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4F7U1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4F7V1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4F7Y7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4F7Z3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4F812	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4F831	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4F834	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4F864	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4F866	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4F8H9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4F8K1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4F8L7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4F8M0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4F8N5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4F8P2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4F8P6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4F8Q6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4F8R2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4F8W1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4F8X2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4F9A1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4F9C2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4F9D0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4F9K3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4F9L3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4F9N4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4F9P6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4F9S0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4F9S9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4F9T1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4F9U5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4F9X1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FA57	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FA64	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FA98	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FAC4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FAD7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FAF3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FAH9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FAK3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FAK6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FAP2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FAP3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FAT2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FB27	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FBB3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FBC4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FBD3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FBI4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FBP1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FBQ8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FBR0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FBX6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FBY4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FC08	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FC51	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FCQ4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FCW1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FD29	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FDM8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FDV0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FDV3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FDX2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FE67	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FEJ5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FER8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FES9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FET2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FEW8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FF50	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FF68	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FF97	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FFD6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FFJ7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FFV0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FG56	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FG72	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FGD8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FGG8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FGJ5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FGJ7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FH07	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FH16	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FH84	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FHF0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FHI1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FHN5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FHR3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FHU9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FIF5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FIQ4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FIR1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FJJ5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FJU5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FK75	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FKG8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FKH5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FKK6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FKK9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FKM7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FKN3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FKU9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FKW8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FKX2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FKX6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FL79	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FLD8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FLI8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FLP4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FLT1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FLT9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FLU1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FLU4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FM34	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FM62	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FMD6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FME7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FMF1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FMJ9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FML6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FMN8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FMQ3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FMQ5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FMR9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FMU4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FMU5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FMY9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FN01	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FN27	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FN29	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FN31	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FN42	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FN70	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FN85	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FNA3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FNB7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FND0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FNH5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FNI7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FNJ6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FNK4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FNL5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FNN8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FNQ9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FNX4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FP30	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FP45	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FP58	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FP59	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FP81	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FP82	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FP99	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FPA4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FPA5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FPA6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FPC7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FPD9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FPI2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FPJ2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FPL9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FPM0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FPM6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A4FPM7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
