Protein	Entry..Description
P0AFB6	PS50112,,PAS repeat profile;;PS50109,,Histidine kinase domain profile
P0AFC7	PS01150,,Respiratory-chain NADH dehydrogenase 20 Kd subunit signature
P0AFC9	PS01150,,Respiratory-chain NADH dehydrogenase 20 Kd subunit signature
P0AFD6	PS51379,,4Fe-4S ferredoxin-type iron-sulfur binding domain profile;;PS00198,,4Fe-4S ferredoxin-type iron-sulfur binding region signature
P0AFD8	PS51379,,4Fe-4S ferredoxin-type iron-sulfur binding domain profile;;PS00198,,4Fe-4S ferredoxin-type iron-sulfur binding region signature
P0AFD9	PS51379,,4Fe-4S ferredoxin-type iron-sulfur binding domain profile;;PS00198,,4Fe-4S ferredoxin-type iron-sulfur binding region signature
P0AFE3	
P0AFF9	PS50126,,S1 domain profile;;PS50084,,Type-1 KH domain profile
P0AFG0	PS01014,,Transcription termination factor nusG signature
P0AFG5	
P0AFG6	PS51826,,Peripheral subunit-binding (PSBD) domain profile;;PS50968,,Biotinyl/lipoyl domain profile;;PS00189,,2-oxo acid dehydrogenases acyltransferase component lipoyl binding site
P0AFG8	
P0AFG9	
P0AFH6	PS50928,,ABC transporter integral membrane type-1 domain profile
P0AFH8	PS50914,,BON domain profile
P0AFI8	PS01064,,Pyridoxamine 5'-phosphate oxidase signature
P0AFJ1	
P0AFJ5	PS51755,,OmpR/PhoB-type DNA-binding domain profile;;PS50110,,Response regulatory domain profile
P0AFJ6	PS51755,,OmpR/PhoB-type DNA-binding domain profile;;PS50110,,Response regulatory domain profile
P0AFM2	
P0AFM6	
P0AFP6	
P0AFP8	
P0AFU9	PS51177,,Riboflavin synthase alpha chain lumazine-binding repeat profile
P0AFW2	
P0AG07	PS01086,,Ribulose-phosphate 3-epimerase family signature 2;;PS01085,,Ribulose-phosphate 3-epimerase family signature 1
P0AG10	PS01086,,Ribulose-phosphate 3-epimerase family signature 2;;PS01085,,Ribulose-phosphate 3-epimerase family signature 1
P0AG23	PS51880,,TGS domain profile;;PS51831,,HD domain profile;;PS51671,,ACT domain profile
P0AG26	PS51880,,TGS domain profile;;PS51831,,HD domain profile;;PS51671,,ACT domain profile
P0AG30	PS51856,,Rho RNA-binding domain profile
P0AG40	
P0AG46	PS01167,,Ribosomal protein L17 signature
P0AG48	PS01169,,Ribosomal protein L21 signature
P0AG49	PS01169,,Ribosomal protein L21 signature
P0AG51	PS00634,,Ribosomal protein L30 signature
P0AG55	PS00525,,Ribosomal protein L6 signature 1
P0AG57	PS00525,,Ribosomal protein L6 signature 1
P0AG58	PS00525,,Ribosomal protein L6 signature 1
P0AG61	PS00527,,Ribosomal protein S14 signature
P0AG63	PS00056,,Ribosomal protein S17 signature
P0AG65	PS00056,,Ribosomal protein S17 signature
P0AG66	PS00056,,Ribosomal protein S17 signature
P0AG67	PS50126,,S1 domain profile
P0AG70	PS50126,,S1 domain profile
P0AG73	
P0AG83	
P0AG86	
P0AG92	
P0AG95	
P0AGA2	PS00756,,Protein secY signature 2;;PS00755,,Protein secY signature 1
P0AGA4	PS00756,,Protein secY signature 2;;PS00755,,Protein secY signature 1
P0AGA5	PS00756,,Protein secY signature 2;;PS00755,,Protein secY signature 1
P0AGA6	PS50110,,Response regulatory domain profile;;PS50043,,LuxR-type HTH domain profile;;PS00622,,LuxR-type HTH domain signature
P0AGB0	
P0AGD3	PS00088,,Manganese and iron superoxide dismutases signature
P0AGD6	PS00088,,Manganese and iron superoxide dismutases signature
P0AGE9	PS01216,,ATP-citrate lyase / succinyl-CoA ligases family signature 1;;PS00399,,ATP-citrate lyase / succinyl-CoA ligases family active site
P0AGG4	PS51352,,Thioredoxin domain profile;;PS00194,,Thioredoxin family active site
P0AGG8	
P0AGJ0	PS51202,,RCK C-terminal domain profile;;PS51201,,RCK N-terminal domain profile
P0AGJ1	PS51202,,RCK C-terminal domain profile;;PS51201,,RCK N-terminal domain profile
P0AGJ9	PS50889,,S4 RNA-binding domain profile;;PS00178,,Aminoacyl-transfer RNA synthetases class-I signature
P0C018	
P0C020	
P0C021	
P0C037	
P0C039	
P0C046	
P0C055	PS01031,,Small heat shock protein (sHSP) domain profile
P0C061	PS50075,,Carrier protein (CP) domain profile;;PS00455,,Putative AMP-binding domain signature;;PS00012,,Phosphopantetheine attachment site
P0C0F6	PS50894,,Histidine-containing phosphotransfer (HPt) domain profile;;PS50110,,Response regulatory domain profile;;PS50109,,Histidine kinase domain profile
P0C0L2	
P0C0L7	PS50850,,Major facilitator superfamily (MFS) profile;;PS00217,,Sugar transport proteins signature 2;;PS00216,,Sugar transport proteins signature 1
P0C0L8	PS50850,,Major facilitator superfamily (MFS) profile;;PS00217,,Sugar transport proteins signature 2;;PS00216,,Sugar transport proteins signature 1
P0C0R8	
P0C0V0	PS50106,,PDZ domain profile
P0C281	PS50151,,UVR domain profile;;PS00871,,Chaperonins clpA/B signature 2;;PS00870,,Chaperonins clpA/B signature 1
P0C5S3	PS50110,,Response regulatory domain profile
P0C5S4	PS50894,,Histidine-containing phosphotransfer (HPt) domain profile
P0C8J6	PS00806,,Fructose-bisphosphate aldolase class-II signature 2;;PS00602,,Fructose-bisphosphate aldolase class-II signature 1
P0C8J8	
P0CE47	PS51722,,Translational (tr)-type guanine nucleotide-binding (G) domain profile;;PS00301,,Translational (tr)-type guanine nucleotide-binding (G) domain signature
P0CE48	PS51722,,Translational (tr)-type guanine nucleotide-binding (G) domain profile;;PS00301,,Translational (tr)-type guanine nucleotide-binding (G) domain signature
P0CG95	
P0CG96	
P0CH91	
P0CI73	PS51464,,SIS domain profile;;PS51278,,Glutamine amidotransferase type 2 domain profile
P0CI74	
P0CI75	PS51733,,Biotinyl protein ligase (BPL) and lipoyl protein ligase (LPL) catalytic domain profile
P0CI78	PS01108,,Ribosomal protein L24 signature
P0CI80	PS51415,,Xylose isomerase family profile
P0CV86	
P0DJF8	PS01240,,Purine and other phosphorylases family 2 signature
P0DJM1	PS51188,,Zinc finger CR-type profile;;PS50076,,dnaJ domain profile;;PS00636,,Nt-dnaJ domain signature
P0DJM2	PS01036,,Heat shock hsp70 proteins family signature 3;;PS00329,,Heat shock hsp70 proteins family signature 2;;PS00297,,Heat shock hsp70 proteins family signature 1
P0DJM3	PS01071,,grpE protein signature
P0DJO8	
P0DJP1	PS01181,,Ribosomal protein S21 signature
P0DJP2	PS51831,,HD domain profile;;PS50084,,Type-1 KH domain profile
P0DM80	PS50885,,HAMP domain profile;;PS50109,,Histidine kinase domain profile
P10121	PS00300,,SRP54-type proteins GTP-binding domain signature
P10408	PS51196,,SecA family profile;;PS01312,,SecA family signature
P10727	PS50801,,STAS domain profile
P10908	PS51704,,GP-PDE domain profile
P10958	PS50110,,Response regulatory domain profile;;PS50043,,LuxR-type HTH domain profile;;PS00622,,LuxR-type HTH domain signature
P11044	PS00091,,Thymidylate synthase active site
P11065	PS50995,,MarR-type HTH domain profile;;PS01117,,MarR-type HTH domain signature
P11162	PS51105,,PTS_EIIC type-3 domain profile;;PS51100,,PTS_EIIB type-3 domain profile
P11311	
P11386	
P11447	PS00163,,Fumarate lyases signature
P11454	PS50075,,Carrier protein (CP) domain profile;;PS00455,,Putative AMP-binding domain signature;;PS00012,,Phosphopantetheine attachment site
P11502	PS51095,,PTS_EIIA type-3 domain profile
P11513	PS01166,,RNA polymerases beta chain signature
P11830	PS50075,,Carrier protein (CP) domain profile;;PS00012,,Phosphopantetheine attachment site
P11875	PS00178,,Aminoacyl-transfer RNA synthetases class-I signature
P12042	
P12043	
P12046	PS01058,,SAICAR synthetase signature 2;;PS01057,,SAICAR synthetase signature 1
P12048	PS51855,,MGS-like domain profile
P12425	PS00182,,Glutamine synthetase class-I adenylation site;;PS00181,,Glutamine synthetase putative ATP-binding region signature;;PS00180,,Glutamine synthetase signature 1
P12464	
P12669	
P12758	PS01232,,Purine and other phosphorylases family 1 signature
P12784	PS50075,,Carrier protein (CP) domain profile;;PS00012,,Phosphopantetheine attachment site
P12873	PS00579,,Ribosomal protein L29 signature
P12875	PS00049,,Ribosomal protein L14 signature
P12877	PS00358,,Ribosomal protein L5 signature
P12879	PS00053,,Ribosomal protein S8 signature
P12975	
P13024	
P13029	PS50873,,Plant heme peroxidase family profile;;PS00436,,Peroxidases active site signature;;PS00435,,Peroxidases proximal heme-ligand signature
P13035	PS00978,,FAD-dependent glycerol-3-phosphate dehydrogenase signature 2;;PS00977,,FAD-dependent glycerol-3-phosphate dehydrogenase signature 1
P13039	
P13128	PS00481,,Thiol-activated cytolysins signature
P13243	PS00806,,Fructose-bisphosphate aldolase class-II signature 2;;PS00602,,Fructose-bisphosphate aldolase class-II signature 1
P13267	
P13484	
P13485	
P13714	PS00064,,L-lactate dehydrogenase active site
P13799	PS50109,,Histidine kinase domain profile
P13800	PS50110,,Response regulatory domain profile;;PS50043,,LuxR-type HTH domain profile;;PS00622,,LuxR-type HTH domain signature
P13927	PS51722,,Translational (tr)-type guanine nucleotide-binding (G) domain profile;;PS00301,,Translational (tr)-type guanine nucleotide-binding (G) domain signature
P13981	PS00687,,Aldehyde dehydrogenases glutamic acid active site
P14175	PS51371,,CBS domain profile;;PS50893,,ATP-binding cassette, ABC transporter-type domain profile;;PS00211,,ABC transporters family signature
P14192	PS00101,,Hexapeptide-repeat containing-transferases signature
P14193	PS00114,,Phosphoribosyl pyrophosphate synthase signature;;PS00103,,Purine/pyrimidine phosphoribosyl transferases signature
P14407	PS00163,,Fumarate lyases signature
P14577	PS00701,,Ribosomal protein L16 signature 2;;PS00586,,Ribosomal protein L16 signature 1
P14900	PS51257,,Prokaryotic membrane lipoprotein lipid attachment site profile;;PS00012,,Phosphopantetheine attachment site
P14949	PS51352,,Thioredoxin domain profile;;PS00194,,Thioredoxin family active site
P14951	PS50165,,UvrC family, homology region profile;;PS50164,,GIY-YIG domain profile;;PS50151,,UVR domain profile
P15042	PS50172,,BRCT domain profile;;PS01056,,NAD-dependent DNA ligase signature 2;;PS01055,,NAD-dependent DNA ligase signature 1
P15106	PS00182,,Glutamine synthetase class-I adenylation site;;PS00181,,Glutamine synthetase putative ATP-binding region signature;;PS00180,,Glutamine synthetase signature 1
P15254	PS51273,,Glutamine amidotransferase type 1 domain profile
P15288	
P15401	PS51372,,PRD domain profile;;PS00654,,PRD domain signature
P15729	PS50850,,Major facilitator superfamily (MFS) profile;;PS00217,,Sugar transport proteins signature 2;;PS00216,,Sugar transport proteins signature 1
P15874	PS01071,,grpE protein signature
P16033	PS00244,,Photosynthetic reaction center proteins signature
P16263	PS51826,,Peripheral subunit-binding (PSBD) domain profile;;PS50968,,Biotinyl/lipoyl domain profile;;PS00189,,2-oxo acid dehydrogenases acyltransferase component lipoyl binding site
P16449	
P16575	PS50894,,Histidine-containing phosphotransfer (HPt) domain profile;;PS50113,,PAC domain profile;;PS50112,,PAS repeat profile;;PS50110,,Response regulatory domain profile;;PS50109,,Histidine kinase domain profile
P16659	PS50862,,Aminoacyl-transfer RNA synthetases class-II family profile
P16676	PS51237,,Sulfate/thiosulfate import ATP-binding protein cysA family profile;;PS50893,,ATP-binding cassette, ABC transporter-type domain profile;;PS00211,,ABC transporters family signature
P16701	PS50928,,ABC transporter integral membrane type-1 domain profile
P16971	PS50163,,RecA family profile 2;;PS50162,,RecA family profile 1;;PS00321,,recA signature
P17062	PS01150,,Respiratory-chain NADH dehydrogenase 20 Kd subunit signature
P17117	
P17127	PS51350,,PTS HPR domain profile;;PS51094,,PTS_EIIA type-2 domain profile;;PS00589,,PTS HPR domain serine phosphorylation site signature;;PS00372,,PTS EIIA domains phosphorylation site signature 2;;PS00369,,PTS HPR domain histidine phosphorylation site signature
P17196	PS51722,,Translational (tr)-type guanine nucleotide-binding (G) domain profile;;PS00301,,Translational (tr)-type guanine nucleotide-binding (G) domain signature
P17315	PS01156,,TonB-dependent receptor proteins signature 2;;PS00430,,TonB-dependent receptor proteins signature 1
P17443	
P17444	PS00624,,GMC oxidoreductases signature 2;;PS00623,,GMC oxidoreductases signature 1
P17622	PS51186,,Gcn5-related N-acetyltransferase (GNAT) domain profile
P17820	PS01036,,Heat shock hsp70 proteins family signature 3;;PS00329,,Heat shock hsp70 proteins family signature 2;;PS00297,,Heat shock hsp70 proteins family signature 1
P17865	PS01135,,FtsZ protein signature 2;;PS01134,,FtsZ protein signature 1
P17876	PS51094,,PTS_EIIA type-2 domain profile;;PS00372,,PTS EIIA domains phosphorylation site signature 2
P17893	
P17903	PS50801,,STAS domain profile
P17922	PS51483,,B5 domain profile;;PS51447,,Ferredoxin-fold anticodon binding (FDX-ACB) domain profile;;PS50886,,tRNA-binding domain profile
P18009	PS51450,,Leucine-rich repeat profile
P18014	PS51450,,Leucine-rich repeat profile
P18158	PS00978,,FAD-dependent glycerol-3-phosphate dehydrogenase signature 2;;PS00977,,FAD-dependent glycerol-3-phosphate dehydrogenase signature 1
P18159	PS00710,,Phosphoglucomutase and phosphomannomutase phosphoserine signature
P18185	PS51855,,MGS-like domain profile;;PS50975,,ATP-grasp fold profile;;PS00867,,Carbamoyl-phosphate synthase subdomain signature 2;;PS00866,,Carbamoyl-phosphate synthase subdomain signature 1
P19050	PS01150,,Respiratory-chain NADH dehydrogenase 20 Kd subunit signature
P19125	PS00542,,Respiratory chain NADH dehydrogenase 30 Kd subunit signature
P19372	PS50075,,Carrier protein (CP) domain profile;;PS00012,,Phosphopantetheine attachment site
P19405	PS00123,,Alkaline phosphatase active site
P19406	PS00123,,Alkaline phosphatase active site
P19466	
P19569	
P19582	PS51671,,ACT domain profile;;PS01042,,Homoserine dehydrogenase signature
P19669	PS01054,,Transaldolase signature 1;;PS00958,,Transaldolase active site
P19931	
P19934	
P19947	PS00634,,Ribosomal protein L30 signature
P19993	PS01036,,Heat shock hsp70 proteins family signature 3;;PS00329,,Heat shock hsp70 proteins family signature 2;;PS00297,,Heat shock hsp70 proteins family signature 1
P20099	PS00932,,Prokaryotic molybdopterin oxidoreductases signature 3;;PS00551,,Prokaryotic molybdopterin oxidoreductases signature 1;;PS00490,,Prokaryotic molybdopterin oxidoreductases signature 2
P20166	PS51103,,PTS_EIIC type-1 domain profile;;PS51098,,PTS_EIIB type-1 domain profile;;PS51093,,PTS_EIIA type-1 domain profile;;PS01035,,PTS EIIB domains cysteine phosphorylation site signature;;PS00371,,PTS EIIA domains phosphorylation site signature 1
P20277	PS01167,,Ribosomal protein L17 signature
P20282	PS50159,,Ribosomal protein S13 family profile;;PS00646,,Ribosomal protein S13 signature
P20458	PS50832,,S1 domain IF1 type profile
P20668	PS50931,,LysR-type HTH domain profile
P20804	PS50075,,Carrier protein (CP) domain profile;;PS00012,,Phosphopantetheine attachment site
P20964	PS51881,,Obg C-terminal (OCT) domain profile;;PS51710,,OBG-type guanine nucleotide-binding (G) domain profile;;PS00905,,GTP1/OBG family signature
P20966	PS51104,,PTS_EIIC type-2 domain profile;;PS51099,,PTS_EIIB type-2 domain profile
P21165	PS00491,,Aminopeptidase P and proline dipeptidase signature
P21171	PS51782,,LysM domain profile;;PS51781,,SH3b domain profile
P21177	PS00166,,Enoyl-CoA hydratase/isomerase signature;;PS00067,,3-hydroxyacyl-CoA dehydrogenase signature
P21189	PS00116,,DNA polymerase family B signature
P21204	PS51671,,ACT domain profile;;PS00141,,Eukaryotic and viral aspartyl proteases active site
P21464	PS00963,,Ribosomal protein S2 signature 2;;PS00962,,Ribosomal protein S2 signature 1
P21465	PS50823,,Type-2 KH domain profile;;PS50084,,Type-1 KH domain profile;;PS00548,,Ribosomal protein S3 signature
P21467	PS50881,,S5 double stranded RNA-binding domain profile;;PS00585,,Ribosomal protein S5 signature
P21468	PS01048,,Ribosomal protein S6 signature
P21469	PS00052,,Ribosomal protein S7 signature
P21470	PS00360,,Ribosomal protein S9 signature
P21471	PS00361,,Ribosomal protein S10 signature
P21472	PS00055,,Ribosomal protein S12 signature
P21473	PS00362,,Ribosomal protein S15 signature
P21474	PS00732,,Ribosomal protein S16 signature
P21476	PS00323,,Ribosomal protein S19 signature
P21478	PS01181,,Ribosomal protein S21 signature
P21513	PS50126,,S1 domain profile
P21599	PS00110,,Pyruvate kinase active site signature
P21697	PS00196,,Type-1 copper (blue) proteins signature
P21866	PS51755,,OmpR/PhoB-type DNA-binding domain profile;;PS50110,,Response regulatory domain profile
P21873	
P21879	PS51371,,CBS domain profile;;PS00487,,IMP dehydrogenase / GMP reductase signature
P21880	PS00076,,Pyridine nucleotide-disulphide oxidoreductases class-I active site
P21882	
P21883	PS51826,,Peripheral subunit-binding (PSBD) domain profile;;PS50968,,Biotinyl/lipoyl domain profile;;PS00189,,2-oxo acid dehydrogenases acyltransferase component lipoyl binding site
P21885	PS00703,,Orn/Lys/Arg decarboxylases family 1 pyridoxal-P attachment site
P21888	PS00178,,Aminoacyl-transfer RNA synthetases class-I signature
P21889	PS50862,,Aminoacyl-transfer RNA synthetases class-II family profile
P22034	PS00296,,Chaperonins cpn60 signature
P22106	PS51278,,Glutamine amidotransferase type 2 domain profile
P22255	PS00630,,Inositol monophosphatase family signature 2;;PS00629,,Inositol monophosphatase family signature 1
P22259	PS00532,,Phosphoenolpyruvate carboxykinase (ATP) signature
P22326	PS50889,,S4 RNA-binding domain profile;;PS00178,,Aminoacyl-transfer RNA synthetases class-I signature
P22447	PS50880,,Toprim domain profile;;PS00177,,DNA topoisomerase II signature
P22795	
P23112	PS51722,,Translational (tr)-type guanine nucleotide-binding (G) domain profile;;PS00301,,Translational (tr)-type guanine nucleotide-binding (G) domain signature
P23129	
P23349	
P23353	PS00789,,Chorismate synthase signature 3;;PS00788,,Chorismate synthase signature 2;;PS00787,,Chorismate synthase signature 1
P23388	PS51350,,PTS HPR domain profile;;PS51094,,PTS_EIIA type-2 domain profile;;PS00742,,PEP-utilizing enzymes signature 2;;PS00589,,PTS HPR domain serine phosphorylation site signature;;PS00372,,PTS EIIA domains phosphorylation site signature 2;;PS00370,,PEP-utilizing enzymes phosphorylation site signature;;PS00369,,PTS HPR domain histidine phosphorylation site signature
P23479	
P23522	
P23530	PS00742,,PEP-utilizing enzymes signature 2;;PS00370,,PEP-utilizing enzymes phosphorylation site signature
P23532	PS51095,,PTS_EIIA type-3 domain profile
P23534	PS51350,,PTS HPR domain profile;;PS00589,,PTS HPR domain serine phosphorylation site signature;;PS00369,,PTS HPR domain histidine phosphorylation site signature
P23538	PS00742,,PEP-utilizing enzymes signature 2;;PS00370,,PEP-utilizing enzymes phosphorylation site signature
P23545	PS50112,,PAS repeat profile;;PS50109,,Histidine kinase domain profile
P23568	PS51722,,Translational (tr)-type guanine nucleotide-binding (G) domain profile;;PS00301,,Translational (tr)-type guanine nucleotide-binding (G) domain signature
