Protein	Family,,Description,,Region
B1XQF2	3.40.50.2300,,,,39-163;;3.30.450.40,,,,171-375;;1.10.287.130,,,,376-452;;3.30.565.10,,,,453-615;;3.40.50.2300,,,,620-759
B1XQF6	1.10.287.110,,,,2-112;;2.60.260.20,,Urease metallochaperone UreE, N-terminal domain,,119-148,214-255;;2.10.230.10,,DnaJ/Hsp40 cysteine-rich domain,,149-213;;2.60.260.20,,Urease metallochaperone UreE, N-terminal domain,,261-366
B1XQG3	N/A,,N/A,,N/A
B1XQG5	3.40.50.12710,,,,2-382
B1XQG8	3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,2-243
B1XQJ2	3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,2-207;;3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,208-339;;1.10.10.10,,""winged helix"" repressor DNA binding domain,,341-521;;1.10.150.80,,,,523-605
B1XQL7	1.10.287.110,,,,5-130;;2.60.260.20,,Urease metallochaperone UreE, N-terminal domain,,147-215;;2.60.260.20,,Urease metallochaperone UreE, N-terminal domain,,216-295
B1XQM2	1.10.490.20,,Phycocyanins,,1-161
B1XQP1	3.50.50.60,,,,9-189,273-384
B1XQQ7	4.10.520.10,,IHF-like DNA-binding proteins,,1-92
B1XQQ9	N/A,,N/A,,N/A
B1XQR5	3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,1-234
B1XQS4	N/A,,N/A,,N/A
B1XQV0	3.100.10.20,,,,2-82;;1.20.120.920,,,,86-325
B1XQW1	1.10.150.130,,,,15-115;;1.10.150.130,,,,15-115;;1.10.443.10,,Intergrase catalytic core,,116-287;;1.10.443.10,,Intergrase catalytic core,,116-287
B1XQX2	1.10.10.10,,""winged helix"" repressor DNA binding domain,,7-110
B1XQX5	N/A,,N/A,,N/A
B1XQZ6	3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,138-371;;3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,532-674
B1XR00	3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,20-58,162-351;;3.40.140.10,,Cytidine Deaminase, domain 2,,368-557
B1XR14	N/A,,N/A,,N/A
B1XR17	N/A,,N/A,,N/A
B1XR21	3.40.960.10,,VSR Endonuclease,,66-165
B1XR22	3.40.50.150,,Vaccinia Virus protein VP39,,602-634,673-780
B1XR35	N/A,,N/A,,N/A
B1XR40	2.60.120.590,,Clavaminate synthase-like domains,,14-203
B1XR47	2.40.240.80,,,,79-154
B1XR72	1.25.40.10,,,,140-257;;1.20.1260.10,,,,258-321;;1.25.40.10,,,,376-497;;1.25.40.10,,,,508-589
B1XR86	3.40.50.150,,Vaccinia Virus protein VP39,,3-127;;3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,862-1007
B1XRA0	1.10.3290.10,,Fic-like domain,,64-301
B1XRC9	1.20.1530.20,,,,1-398;;3.40.50.620,,HUPs,,409-536
B1XRD7	3.10.180.10,,2,3-Dihydroxybiphenyl 1,2-Dioxygenase, domain 1,,1-120
B1XRI4	N/A,,N/A,,N/A
B1XRL8	N/A,,N/A,,N/A
B1XRQ5	3.40.50.410,,,,48-218
B1XRQ6	1.10.1660.10,,,,40-184
B2S753	N/A,,N/A,,N/A
B2SB45	N/A,,N/A,,N/A
B3GZ21	N/A,,N/A,,N/A
B3KLX4	2.60.120.10,,Jelly Rolls,,23-152
B5F6V5	N/A,,N/A,,N/A
B5XYF7	N/A,,N/A,,N/A
B5XZ79	N/A,,N/A,,N/A
B5Y275	N/A,,N/A,,N/A
B5Y2E4	N/A,,N/A,,N/A
B7LRJ8	N/A,,N/A,,N/A
B7MDM9	N/A,,N/A,,N/A
B7SCE5	N/A,,N/A,,N/A
B7UM99	N/A,,N/A,,N/A
B7UR12	N/A,,N/A,,N/A
B8DE07	N/A,,N/A,,N/A
B8GZM2	N/A,,N/A,,N/A
C0H3R1	N/A,,N/A,,N/A
C0H3T5	N/A,,N/A,,N/A
C0H3T6	N/A,,N/A,,N/A
C0H3V2	3.40.930.10,,Mannitol-specific EII; Chain A,,1-141
C0H423	N/A,,N/A,,N/A
C0H440	N/A,,N/A,,N/A
C0H445	N/A,,N/A,,N/A
C0H461	N/A,,N/A,,N/A
C0LZQ0	N/A,,N/A,,N/A
C0SP85	1.10.287.1060,,ESAT-6 like,,1-97
C0SP93	3.90.226.10,,2-enoyl-CoA Hydratase; Chain A, domain 1,,28-282
C0SPB6	2.40.50.140,,Nucleic acid-binding proteins,,1-113
C0SPB8	1.10.10.10,,""winged helix"" repressor DNA binding domain,,7-92
C1KVC0	N/A,,N/A,,N/A
C1KW86	N/A,,N/A,,N/A
C1KX21	N/A,,N/A,,N/A
C1KYE1	N/A,,N/A,,N/A
C1KYI2	N/A,,N/A,,N/A
C1KYU1	N/A,,N/A,,N/A
C1KZK7	N/A,,N/A,,N/A
C3W947	N/A,,N/A,,N/A
C5BGM2	2.40.50.140,,Nucleic acid-binding proteins,,1-114;;2.30.30.30,,,,115-195;;4.10.950.10,,Ribosomal protein L2, domain 3,,196-273
C8T007	N/A,,N/A,,N/A
C8UMQ9	N/A,,N/A,,N/A
D0WT66	N/A,,N/A,,N/A
D0WX67	N/A,,N/A,,N/A
D0WZ14	N/A,,N/A,,N/A
D0X0H0	N/A,,N/A,,N/A
D0X3A8	N/A,,N/A,,N/A
D0X4G1	N/A,,N/A,,N/A
D0ZV89	N/A,,N/A,,N/A
D2BKU3	N/A,,N/A,,N/A
D2BKU8	N/A,,N/A,,N/A
D2BKY7	N/A,,N/A,,N/A
D2BKZ2	N/A,,N/A,,N/A
D2BLI2	N/A,,N/A,,N/A
D2BM73	N/A,,N/A,,N/A
D2BMX4	N/A,,N/A,,N/A
D2BNL6	N/A,,N/A,,N/A
D2BNM4	N/A,,N/A,,N/A
D2BNR6	N/A,,N/A,,N/A
D2BP55	N/A,,N/A,,N/A
D2BQ68	N/A,,N/A,,N/A
D2BRC3	N/A,,N/A,,N/A
D4GUJ7	2.40.50.140,,Nucleic acid-binding proteins,,36-138;;3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,139-320;;1.10.8.60,,,,321-392
D4GYZ1	3.60.20.10,,Glutamine Phosphoribosylpyrophosphate, subunit 1, domain 1,,26-242
D4H071	3.30.310.10,,TATA-Binding Protein,,15-101;;3.30.310.10,,TATA-Binding Protein,,10-14,102-175
D5E6P6	3.90.550.10,,Spore Coat Polysaccharide Biosynthesis Protein SpsA; Chain A,,103-326
D5E6P9	3.90.80.10,,Inorganic Pyrophosphatase,,2-164
D5E6Y5	3.50.50.60,,,,9-86,124-225,418-456
D5E7U0	2.40.50.140,,Nucleic acid-binding proteins,,136-202
D5E895	3.40.910.10,,Deoxyhypusine Synthase,,1-310
D5E8U2	N/A,,N/A,,N/A
D5E9H2	1.10.10.10,,""winged helix"" repressor DNA binding domain,,1-54;;3.30.70.920,,,,55-150
D5E9V6	3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,25-193
D5E9V9	N/A,,N/A,,N/A
D5E9Y3	1.25.10.90,,,,2-195
D5EAE2	N/A,,N/A,,N/A
D5EB50	1.10.3720.10,,MetI-like,,65-293
D5EBE9	1.20.1510.10,,Cation efflux protein cytoplasmic domain-like,,7-204;;3.30.70.1350,,Cation efflux protein cytoplasmic domain-like ,,210-286
D5EBU5	3.30.300.110,,Met-10+ protein-like domains,,65-148;;3.40.50.150,,Vaccinia Virus protein VP39,,150-340
D5EBX8	N/A,,N/A,,N/A
E2JA29	N/A,,N/A,,N/A
F2Z5W8	N/A,,N/A,,N/A
F2Z5Y7	1.10.10.10,,""winged helix"" repressor DNA binding domain,,1-61;;3.30.70.920,,,,62-155
F2Z5Z2	3.30.420.220,,,,1-106;;1.10.246.90,,,,264-401
F2Z692	N/A,,N/A,,N/A
F2Z698	1.10.8.60,,,,230-295;;3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,65-229,296-309;;1.10.8.60,,,,497-572;;3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,328-496,573-587
F2Z6D2	1.20.58.280,,Hypothetical protein 1500032h18.,,1-75;;3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,93-275;;1.10.8.60,,,,276-374
F2Z6F6	N/A,,N/A,,N/A
F2Z6G3	3.20.20.70,,Aldolase class I,,1-218
F6KV61	N/A,,N/A,,N/A
F6KV62	N/A,,N/A,,N/A
G2K046	N/A,,N/A,,N/A
G2K047	N/A,,N/A,,N/A
G3XD28	3.30.1490.300,,,,88-147;;3.30.420.40,,,,190-317
G3XD31	1.10.3810.10,,Penicillin binding protein transpeptidase domain,,158-200,221-361;;3.30.2060.10,,Penicillin-binding protein 1b domain,,69-157;;3.40.710.10,,DD-peptidase/beta-lactamase superfamily,,61-68,362-719
G3XD71	2.60.40.3940,,,,600-690
G5EB01	3.40.109.10,,NADH Oxidase,,1-217
I6WXK4	3.90.190.10,,Protein tyrosine phosphatase superfamily,,4-82,114-276
I6WYU2	N/A,,N/A,,N/A
I6WZ58	N/A,,N/A,,N/A
I6WZG6	3.30.2320.10,,hypothetical protein PF0899 domain,,132-216,255-260;;3.30.2400.30,,,,4-131,217-254
I6WZI4	1.10.260.150,,,,217-507;;3.30.70.2390,,,,556-637
I6WZK7	2.60.40.420,,Cupredoxins -  blue copper proteins,,37-181;;2.60.40.420,,Cupredoxins -  blue copper proteins,,184-363;;2.60.40.420,,Cupredoxins -  blue copper proteins,,364-503
I6WZM9	2.30.30.1120,,,,1-41
I6WZS4	3.40.50.1390,,,,50-146
I6X540	3.10.580.10,,CBS-domain,,17-165
I6X5C9	3.40.50.620,,HUPs,,8-196;;2.40.30.30,,Riboflavin kinase-like,,197-331
I6X5I7	3.40.50.720,,NAD(P)-binding Rossmann-like Domain,,6-129;;3.40.1010.10,,Cobalt-precorrin-4 Transmethylase; Domain 1,,158-275;;3.30.950.10,,Methyltransferase, Cobalt-precorrin-4 Transmethylase; Domain 2,,276-403
I6X5T4	1.10.10.60,,Homeodomain-like,,1-42
I6X6H8	1.20.1260.20,,,,1-172
I6X7G4	N/A,,N/A,,N/A
I6X7W8	3.20.20.30,,FMN dependent fluorescent proteins,,5-353
I6X827	3.60.21.10,,,,50-259
I6X8D2	1.10.1200.10,,,,11-94;;3.40.47.10,,,,111-564;;3.40.366.20,,,,628-835,906-1040;;3.30.70.250,,,,836-905;;1.10.1200.10,,,,1232-1319;;3.40.50.1820,,,,1459-1727
I6X961	N/A,,N/A,,N/A
I6XF31	N/A,,N/A,,N/A
I6XF52	N/A,,N/A,,N/A
I6XF60	N/A,,N/A,,N/A
I6XHG6	N/A,,N/A,,N/A
I6XVZ6	N/A,,N/A,,N/A
I6XW38	1.10.268.10,,Topoisomerase, domain 3,,19-103;;3.40.630.30,,,,110-222
I6XWB9	N/A,,N/A,,N/A
I6XZC4	3.40.50.720,,NAD(P)-binding Rossmann-like Domain,,6-256
I6Y1H7	1.20.1740.10,,,,48-502
I6Y231	3.40.47.10,,,,1-452;;3.40.366.10,,Malonyl-Coenzyme A Acyl Carrier Protein, domain 2,,534-835;;3.30.70.3290,,,,453-533,836-877;;3.10.129.110,,,,879-1181;;3.40.50.720,,NAD(P)-binding Rossmann-like Domain,,1182-1421;;3.90.180.10,,Medium-chain alcohol dehydrogenases, catalytic domain,,1432-1546,1690-1741;;3.40.50.720,,NAD(P)-binding Rossmann-like Domain,,1547-1689;;3.40.50.720,,NAD(P)-binding Rossmann-like Domain,,1760-1990;;1.10.1200.10,,,,2021-2106
I6Y242	3.40.50.150,,Vaccinia Virus protein VP39,,27-197
I6Y2E2	3.50.50.60,,,,24-160;;3.50.50.60,,,,360-476
I6Y2G3	3.40.120.10,,Alpha-D-Glucose-1,6-Bisphosphate, subunit A, domain 3,,17-218;;3.40.120.10,,Alpha-D-Glucose-1,6-Bisphosphate, subunit A, domain 3,,219-320;;3.40.120.10,,Alpha-D-Glucose-1,6-Bisphosphate, subunit A, domain 3,,321-444;;3.30.310.50,,Major birch pollen allergen Bet v 1,,446-547
I6Y2I9	N/A,,N/A,,N/A
I6Y3S9	3.40.50.720,,NAD(P)-binding Rossmann-like Domain,,1-260
I6Y3V3	N/A,,N/A,,N/A
I6Y4D2	3.40.630.40,,Zn-dependent exopeptidases,,24-241
I6Y4U9	N/A,,N/A,,N/A
I6Y4V2	N/A,,N/A,,N/A
I6Y748	N/A,,N/A,,N/A
I6Y778	3.40.50.720,,NAD(P)-binding Rossmann-like Domain,,29-207;;3.40.50.720,,NAD(P)-binding Rossmann-like Domain,,208-454
I6Y7V6	3.40.50.12780,,,,20-501;;3.30.300.30,,,,502-620
I6Y897	3.10.450.50,,,,436-467
I6Y9K2	3.40.91.100,,,,144-296
I6Y9Q3	1.10.230.10,,Cytochrome P450-Terp, domain 2,,244-342;;1.10.580.10,,Citrate Synthase, domain 1,,52-243,343-368
I6YA03	3.90.226.10,,2-enoyl-CoA Hydratase; Chain A, domain 1,,1-210;;1.10.12.10,,Lyase 2-enoyl-coa Hydratase, Chain  A, domain 2,,211-271
I6YA17	N/A,,N/A,,N/A
I6YA29	3.40.50.10900,,,,10-241;;1.10.287.100,,,,242-284
I6YAV3	N/A,,N/A,,N/A
I6YC91	N/A,,N/A,,N/A
I6YDN6	3.40.350.10,,Creatinase/prolidase N-terminal domain,,4-134;;3.90.230.10,,Creatinase/methionine aminopeptidase superfamily,,135-371
I6YF40	3.20.20.60,,Phosphoenolpyruvate-binding domains,,17-287
I6YG87	1.10.287.850,,HP0062-like,,1-97
I6YHB0	N/A,,N/A,,N/A
I7FGY5	N/A,,N/A,,N/A
J9R0U7	3.90.1580.10,,paralog of FGE (formylglycine-generating enzyme),,51-199;;3.90.1580.10,,paralog of FGE (formylglycine-generating enzyme),,201-402;;3.90.1580.10,,paralog of FGE (formylglycine-generating enzyme),,464-526
K1VPX5	N/A,,N/A,,N/A
K1VZL1	N/A,,N/A,,N/A
K1W040	N/A,,N/A,,N/A
K1W0W3	N/A,,N/A,,N/A
K1W2U9	N/A,,N/A,,N/A
K1W772	N/A,,N/A,,N/A
K1W7L7	N/A,,N/A,,N/A
K1WFA9	N/A,,N/A,,N/A
K1WPM3	N/A,,N/A,,N/A
K1WR40	N/A,,N/A,,N/A
K1WSH3	N/A,,N/A,,N/A
K1X2U2	N/A,,N/A,,N/A
K1XE41	N/A,,N/A,,N/A
K1XG38	N/A,,N/A,,N/A
K4PDN9	N/A,,N/A,,N/A
L0T2Z1	2.20.25.90,,ADC-like domains,,2-62;;3.40.50.740,,,,67-136,329-471;;3.40.228.10,,Dimethylsulfoxide Reductase, domain 2,,137-328;;2.40.40.20,,,,592-746
L0T905	1.10.10.1320,,,,37-119
L0TFC2	N/A,,N/A,,N/A
L7N653	1.10.101.10,,Muramoyl-pentapeptide Carboxypeptidase, domain 1,,5-88;;1.10.101.10,,Muramoyl-pentapeptide Carboxypeptidase, domain 1,,100-162;;3.40.630.40,,Zn-dependent exopeptidases,,189-375
L7N657	3.30.530.20,,,,19-161
L7N663	3.30.70.360,,,,183-297;;3.40.630.10,,Zn peptidases,,19-182,298-372
L7N664	3.40.30.10,,Glutaredoxin,,3-114
L7N668	N/A,,N/A,,N/A
L7N673	N/A,,N/A,,N/A
L7N675	1.20.1260.20,,,,2-176
L7N686	3.30.460.40,,,,1-158
L7N690	3.40.630.10,,Zn peptidases,,23-166,285-364;;3.30.70.360,,,,167-284
L7N6A4	2.60.120.590,,Clavaminate synthase-like domains,,36-203
L7N6B0	3.20.20.300,,,,56-383
L9UQ37	N/A,,N/A,,N/A
N1UKI7	N/A,,N/A,,N/A
O05223	N/A,,N/A,,N/A
O05236	1.10.10.10,,""winged helix"" repressor DNA binding domain,,3-54;;3.30.70.920,,,,55-153
O05251	3.40.50.2300,,,,1-143
O05268	3.50.50.60,,,,128-246;;3.50.50.60,,,,7-127,247-304
O05310	N/A,,N/A,,N/A
O05312	N/A,,N/A,,N/A
O05389	3.30.360.10,,Dihydrodipicolinate Reductase; domain 2,,143-273;;3.40.50.720,,NAD(P)-binding Rossmann-like Domain,,8-142,274-322
O05410	2.40.128.20,,,,63-251
O05436	N/A,,N/A,,N/A
O05442	N/A,,N/A,,N/A
O05450	3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,456-758;;3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,816-1139;;3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,1144-1389
O05456	3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,89-319
O05495	3.10.350.10,,Membrane-bound Lytic Murein Transglycosylase D; Chain A,,2-46;;3.10.350.10,,Membrane-bound Lytic Murein Transglycosylase D; Chain A,,48-93;;3.10.50.10,,,,318-374;;3.20.20.80,,Glycosidases,,129-317,375-400
O05518	3.30.420.40,,,,134-300;;3.30.420.40,,,,9-133,301-322
O05519	3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,1-285;;3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,289-553
O05520	3.30.70.640,,,,1-162
O05521	1.10.10.10,,""winged helix"" repressor DNA binding domain,,1-82;;3.40.50.720,,NAD(P)-binding Rossmann-like Domain,,83-215
O05582	N/A,,N/A,,N/A
O05634	3.10.290.40,,,,1-112;;2.40.50.740,,,,117-172;;2.30.30.30,,,,176-242
O05640	3.30.420.100,,,,1-196
O05641	3.30.160.770,,,,12-116;;3.30.230.10,,,,117-211
O05771	N/A,,N/A,,N/A
O05773	1.10.540.10,,Butyryl-Coa Dehydrogenase, subunit A, domain 1,,2-109;;2.40.110.10,,Butyryl-CoA Dehydrogenase, subunit A, domain 2,,110-200;;1.20.140.10,,Butyryl-CoA Dehydrogenase, subunit A, domain 3,,206-376
O05777	1.20.120.450,,dinb family like domain,,9-164
O05780	N/A,,N/A,,N/A
O05823	N/A,,N/A,,N/A
O05828	1.10.10.2840,,,,278-402
O05853	3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,2-266
O05855	3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,10-234;;3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,244-410
O05877	3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,4-274
O05981	3.40.1800.40,,,,31-84
O05982	3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,1-175
O06137	1.20.1560.10,,Putative multidrug export ATP-binding/permease protein like domains,,18-324;;3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,356-570
O06159	2.40.50.100,,,,8-84;;4.10.320.10,,Dihydrolipoamide Transferase,,107-161;;3.30.559.10,,Chloramphenicol Acetyltransferase,,171-390
O06170	2.60.40.2880,,,,188-271
O06194	2.60.120.10,,Jelly Rolls,,5-109
O06218	1.20.1290.10,,AhpD-like,,5-117
O06243	N/A,,N/A,,N/A
O06263	N/A,,N/A,,N/A
O06278	N/A,,N/A,,N/A
O06311	N/A,,N/A,,N/A
O06396	3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,152-389
O06403	N/A,,N/A,,N/A
O06404	N/A,,N/A,,N/A
O06457	3.40.50.20,,,,9-100;;3.30.1490.20,,ATP-grasp fold, A domain,,101-179;;3.30.470.20,,ATP-grasp fold, B domain,,180-363
O06476	3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,2-281;;3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,282-550;;1.10.287.380,,,,551-625
O06491	3.90.1300.10,,Amidase signature (AS) enzymes,,2-485
O06492	1.10.20.60,,,,1-94
O06538	3.50.50.60,,,,2-322
O06597	3.90.79.10,,Nucleoside Triphosphate Pyrophosphohydrolase,,7-150;;1.10.10.10,,""winged helix"" repressor DNA binding domain,,151-229
O06604	3.40.50.1390,,,,5-159
O06611	N/A,,N/A,,N/A
O06614	N/A,,N/A,,N/A
O06802	3.20.20.10,,Alanine racemase,,42-286
O06807	1.10.10.2840,,,,278-404
O06825	2.60.40.3710,,,,33-125;;2.40.440.10,,L,D-transpeptidase catalytic domain-like,,126-270
O06925	N/A,,N/A,,N/A
O06974	3.40.50.12300,,,,2-316
O06976	3.30.1340.10,,,,1-85
O07012	3.20.20.80,,Glycosidases,,1-393;;3.40.50.880,,,,394-610;;2.60.40.1180,,Golgi alpha-mannosidase II,,611-670
O07021	3.40.50.10420,,NagB/RpiA/CoA transferase-like,,121-295
O07180	N/A,,N/A,,N/A
O07181	N/A,,N/A,,N/A
O07196	2.40.50.140,,Nucleic acid-binding proteins,,37-122
O07198	N/A,,N/A,,N/A
O07227	1.10.1220.10,,Met repressor-like,,9-73
O07235	1.20.144.10,,Vanadium-containing Chloroperoxidase, domain 1,,123-219
O07239	3.90.640.10,,Actin; Chain A, domain 4,,200-283;;3.30.420.40,,,,157-199,284-333;;3.30.420.40,,,,8-153,334-344
O07255	3.50.50.60,,,,5-109,262-320;;3.50.50.60,,,,110-261
O07406	3.30.43.10,,Uridine Diphospho-n-acetylenolpyruvylglucosamine Reductase, domain 2,,1-88;;3.30.465.10,,,,91-211;;3.30.70.2190,,,,212-321;;3.30.70.2740,,,,325-407;;1.10.45.10,,Vanillyl-alcohol Oxidase; Chain A, domain 4,,408-443
O07411	3.40.50.12780,,,,20-429;;3.30.300.310,,,,432-533
O07416	N/A,,N/A,,N/A
O07419	N/A,,N/A,,N/A
O07422	N/A,,N/A,,N/A
O07521	2.40.50.140,,Nucleic acid-binding proteins,,24-102;;1.10.3210.10,,Hypothetical protein af1432,,119-295
O07542	1.20.1500.10,,YheA/YmcA-like,,2-113
O07584	N/A,,N/A,,N/A
O07596	3.20.20.370,,Glycoside hydrolase/deacetylase,,72-280
O07634	N/A,,N/A,,N/A
O07636	N/A,,N/A,,N/A
O07678	3.40.50.150,,Vaccinia Virus protein VP39,,140-331
O07717	3.20.20.60,,Phosphoenolpyruvate-binding domains,,37-233
O07720	3.60.15.10,,Metallo-beta-lactamase, chain A,,1-239
O07728	3.30.750.24,,SpoIIaa-like,,25-138
O07806	3.30.200.20,,Phosphorylase Kinase; domain 1,,17-93;;3.90.1200.10,,,,153-244
O07809	N/A,,N/A,,N/A
O07853	3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,85-281;;1.20.120.140,,,,5-84,282-302;;1.10.260.30,,,,303-430
O08309	2.40.33.10,,PK beta-barrel domain-like,,70-167;;3.20.20.60,,Phosphoenolpyruvate-binding domains,,3-69,168-334;;3.40.1380.20,,,,335-468
O08314	3.20.20.105,,tRNA-guanine (tRNA-G) transglycosylase,,1-371
O08335	1.10.357.10,,Tetracycline Repressor, domain 2,,4-190
O08357	3.20.20.140,,Metal-dependent hydrolases,,36-385
O08359	3.40.50.2020,,,,1-195
O08394	1.10.630.10,,Cytochrome p450,,4-472;;3.40.50.360,,,,490-641;;1.20.990.10,,NADPH-cytochrome p450 Reductase; Chain A, domain 3,,716-838;;2.40.30.10,,Translation factors,,681-715,839-890;;3.40.50.80,,Nucleotide-binding domain of ferredoxin-NADP reductase (FNR) module,,901-1060
O24862	3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,404-492,614-755
O24870	N/A,,N/A,,N/A
O24875	1.10.1780.10,,Double Clp-N motif,,4-132;;3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,157-345;;1.10.8.60,,,,346-426;;3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,428-637;;1.10.8.60,,,,638-734
O24895	3.40.50.150,,Vaccinia Virus protein VP39,,10-174,184-205,375-376;;3.90.120.10,,DNA Methylase, subunit A, domain 2,,175-183,206-341,362-374;;3.40.50.150,,Vaccinia Virus protein VP39,,448-640
O24900	3.30.420.40,,,,189-401;;3.30.420.40,,,,402-455;;3.90.640.10,,Actin; Chain A, domain 4,,456-482
O24904	3.40.1580.10,,SMI1/KNR4-like,,1-138
O24911	1.10.287.950,,Methyl-accepting chemotaxis protein,,385-671
O24916	3.40.366.10,,Malonyl-Coenzyme A Acyl Carrier Protein, domain 2,,4-124,195-280;;3.30.70.250,,,,125-194
O24922	3.40.50.720,,NAD(P)-binding Rossmann-like Domain,,99-287;;3.40.50.720,,NAD(P)-binding Rossmann-like Domain,,21-98,288-312
O24934	3.40.225.10,,L-fuculose-1-phosphate Aldolase,,29-221
O24974	N/A,,N/A,,N/A
O24978	N/A,,N/A,,N/A
O25008	3.40.640.10,,Type I PLP-dependent aspartate aminotransferase-like (Major domain),,16-260;;3.90.1150.10,,Aspartate Aminotransferase, domain 1,,5-15,261-375
O25029	3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,12-224;;3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,227-473
O25032	3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,1-263;;3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,264-516
O25047	N/A,,N/A,,N/A
O25058	3.30.70.1450,,TrkA C-terminal domain-like,,147-226
O25066	3.60.120.10,,Anthranilate synthase,,3-357;;3.20.10.10,,D-amino Acid Aminotransferase, subunit A, domain 2,,431-559
O25068	1.20.1330.10,,f41 fragment of flagellin, N-terminal domain,,40-214
O25121	3.40.50.970,,,,3-175,233-281;;3.40.50.970,,,,306-477;;3.40.50.920,,,,486-617
O25125	N/A,,N/A,,N/A
O25130	3.40.640.10,,Type I PLP-dependent aspartate aminotransferase-like (Major domain),,1-245;;3.90.1150.10,,Aspartate Aminotransferase, domain 1,,246-375
O25164	N/A,,N/A,,N/A
O25170	2.30.30.60,,,,425-476;;3.30.70.100,,,,477-604
O25176	3.20.20.10,,Alanine racemase,,55-333;;1.20.58.930,,,,348-440;;2.40.37.10,,Lyase, Ornithine Decarboxylase; Chain A, domain 1,,7-54,334-347,441-548
O25196	N/A,,N/A,,N/A
O25214	3.10.20.30,,,,1-94;;1.10.1060.20,,,,95-207;;3.40.50.11800,,,,208-359;;3.40.50.11810,,,,360-495
O25235	N/A,,N/A,,N/A
O25247	2.70.70.10,,Glucose Permease (Domain IIA),,229-360;;3.10.450.350,,,,136-228,361-383
O25252	N/A,,N/A,,N/A
O25273	N/A,,N/A,,N/A
O25284	3.40.47.10,,,,1-258;;3.40.47.10,,,,260-401
O25298	3.40.1400.10,,,,1-148
O25308	N/A,,N/A,,N/A
O25330	N/A,,N/A,,N/A
O25395	2.170.130.10,,Ferric Hydroxamate Uptake Protein; Chain A, domain 1,,45-168;;2.40.170.20,,,,193-767
O25396	3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,4-204
O25400	N/A,,N/A,,N/A
O25402	N/A,,N/A,,N/A
O25436	3.90.1150.10,,Aspartate Aminotransferase, domain 1,,7-11,252-350;;3.40.640.10,,Type I PLP-dependent aspartate aminotransferase-like (Major domain),,12-251
O25461	N/A,,N/A,,N/A
O25466	1.10.3210.10,,Hypothetical protein af1432,,35-217;;3.30.460.10,,Beta Polymerase, domain 2,,219-354;;3.10.20.30,,,,411-482
O25500	N/A,,N/A,,N/A
O25510	2.40.160.60,,Outer membrane protein transport protein (OMPP1/FadL/TodX) ,,127-301;;2.40.160.60,,Outer membrane protein transport protein (OMPP1/FadL/TodX) ,,303-587
O25526	N/A,,N/A,,N/A
O25547	N/A,,N/A,,N/A
O25553	N/A,,N/A,,N/A
O25595	3.20.20.10,,Alanine racemase,,12-230;;2.40.37.10,,Lyase, Ornithine Decarboxylase; Chain A, domain 1,,8-11,250-376
O25610	3.30.2350.10,,Pseudouridine synthase,,57-241
O25616	3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,104-347
O25661	1.20.1740.10,,,,56-518
O25664	3.90.550.10,,Spore Coat Polysaccharide Biosynthesis Protein SpsA; Chain A,,33-240;;3.30.1330.50,,,,246-406
O25672	2.40.128.520,,,,16-161
O25695	N/A,,N/A,,N/A
O25752	N/A,,N/A,,N/A
