Protein	ID interactor A,,UniProt interactor A,,Taxid interactor A,,ID interactor B,,UniProt interactor B,,Taxid interactor B,,Interaction identifier(s),,Interaction identifier(s),,Publication Identifier(s),,Interaction type(s),,Processing status
O25396	DIP-3079N,,O25396,,85962 (Helicobacter pylori 26695),,DIP-3075N,,O24861,,85962 (Helicobacter pylori 26695),,DIP-4336E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3079N,,O25396,,85962 (Helicobacter pylori 26695),,DIP-3159N,,P56474,,85962 (Helicobacter pylori 26695),,DIP-4912E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3079N,,O25396,,85962 (Helicobacter pylori 26695),,DIP-3493N,,O25438,,85962 (Helicobacter pylori 26695),,DIP-4959E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3079N,,O25396,,85962 (Helicobacter pylori 26695),,DIP-3093N,,P55980,,85962 (Helicobacter pylori 26695),,DIP-4868E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3079N,,O25396,,85962 (Helicobacter pylori 26695),,DIP-3303N,,O24979,,85962 (Helicobacter pylori 26695),,DIP-4910E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3079N,,O25396,,85962 (Helicobacter pylori 26695),,DIP-3079N,,O25396,,85962 (Helicobacter pylori 26695),,DIP-4911E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3079N,,O25396,,85962 (Helicobacter pylori 26695),,DIP-3079N,,O25396,,85962 (Helicobacter pylori 26695),,DIP-4911E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3079N,,O25396,,85962 (Helicobacter pylori 26695),,DIP-3081N,,O25454,,85962 (Helicobacter pylori 26695),,DIP-4913E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3079N,,O25396,,85962 (Helicobacter pylori 26695),,DIP-3475N,,O05731,,85962 (Helicobacter pylori 26695),,DIP-4914E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3079N,,O25396,,85962 (Helicobacter pylori 26695),,DIP-3476N,,O25596,,85962 (Helicobacter pylori 26695),,DIP-4915E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3079N,,O25396,,85962 (Helicobacter pylori 26695),,DIP-3096N,,P55989,,85962 (Helicobacter pylori 26695),,DIP-4916E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3079N,,O25396,,85962 (Helicobacter pylori 26695),,DIP-3477N,,O25797,,85962 (Helicobacter pylori 26695),,DIP-4917E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3079N,,O25396,,85962 (Helicobacter pylori 26695),,DIP-3479N,,O25887,,85962 (Helicobacter pylori 26695),,DIP-4919E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3079N,,O25396,,85962 (Helicobacter pylori 26695),,DIP-3308N,,O26021,,85962 (Helicobacter pylori 26695),,DIP-4920E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3079N,,O25396,,85962 (Helicobacter pylori 26695),,DIP-3099N,,O26033,,85962 (Helicobacter pylori 26695),,DIP-4921E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3079N,,O25396,,85962 (Helicobacter pylori 26695),,DIP-3480N,,O26036,,85962 (Helicobacter pylori 26695),,DIP-4922E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3079N,,O25396,,85962 (Helicobacter pylori 26695),,DIP-3219N,,O26040,,85962 (Helicobacter pylori 26695),,DIP-4923E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3079N,,O25396,,85962 (Helicobacter pylori 26695),,DIP-3478N,,P56087,,85962 (Helicobacter pylori 26695),,DIP-4918E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3079N,,O25396,,85962 (Helicobacter pylori 26695),,DIP-3522N,,P56422,,85962 (Helicobacter pylori 26695),,DIP-5015E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3079N,,O25396,,85962 (Helicobacter pylori 26695),,DIP-3688N,,O25847,,85962 (Helicobacter pylori 26695),,DIP-5405E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3079N,,O25396,,85962 (Helicobacter pylori 26695),,DIP-3769N,,,,85962 (Helicobacter pylori 26695),,DIP-5725E,,two hybrid,,11196647,,physical interaction,,high throughput
O25400	DIP-3248N,,O25400,,85962 (Helicobacter pylori 26695),,DIP-3245N,,O24960,,85962 (Helicobacter pylori 26695),,DIP-4531E,,two hybrid,,11196647,,physical interaction,,high throughput
O25402	DIP-3122N,,O25402,,85962 (Helicobacter pylori 26695),,DIP-3120N,,O24888,,85962 (Helicobacter pylori 26695),,DIP-4382E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3122N,,O25402,,85962 (Helicobacter pylori 26695),,DIP-3383N,,O25107,,85962 (Helicobacter pylori 26695),,DIP-4764E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3122N,,O25402,,85962 (Helicobacter pylori 26695),,DIP-3498N,,O25444,,85962 (Helicobacter pylori 26695),,DIP-4967E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3122N,,O25402,,85962 (Helicobacter pylori 26695),,DIP-3595N,,O25598,,85962 (Helicobacter pylori 26695),,DIP-5185E,,two hybrid,,11196647,,physical interaction,,high throughput
O25436	DIP-3376N,,O25436,,85962 (Helicobacter pylori 26695),,DIP-3368N,,O25106,,85962 (Helicobacter pylori 26695),,DIP-4749E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3376N,,O25436,,85962 (Helicobacter pylori 26695),,DIP-3489N,,O25416,,85962 (Helicobacter pylori 26695),,DIP-4946E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3376N,,O25436,,85962 (Helicobacter pylori 26695),,DIP-3498N,,O25444,,85962 (Helicobacter pylori 26695),,DIP-4968E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3376N,,O25436,,85962 (Helicobacter pylori 26695),,DIP-3765N,,,,85962 (Helicobacter pylori 26695),,DIP-5712E,,two hybrid,,11196647,,physical interaction,,high throughput
O25461	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O25466	DIP-3141N,,O25466,,85962 (Helicobacter pylori 26695),,DIP-3136N,,Q09068,,85962 (Helicobacter pylori 26695),,DIP-4402E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3141N,,O25466,,85962 (Helicobacter pylori 26695),,DIP-3342N,,O25103,,85962 (Helicobacter pylori 26695),,DIP-4712E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3141N,,O25466,,85962 (Helicobacter pylori 26695),,DIP-3245N,,O24960,,85962 (Helicobacter pylori 26695),,DIP-4532E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3141N,,O25466,,85962 (Helicobacter pylori 26695),,DIP-3404N,,O24875,,85962 (Helicobacter pylori 26695),,DIP-4987E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3141N,,O25466,,85962 (Helicobacter pylori 26695),,DIP-3317N,,O24897,,85962 (Helicobacter pylori 26695),,DIP-4988E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3141N,,O25466,,85962 (Helicobacter pylori 26695),,DIP-3269N,,O25017,,85962 (Helicobacter pylori 26695),,DIP-4989E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3141N,,O25466,,85962 (Helicobacter pylori 26695),,DIP-3139N,,O25141,,85962 (Helicobacter pylori 26695),,DIP-4991E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3141N,,O25466,,85962 (Helicobacter pylori 26695),,DIP-3208N,,O25338,,85962 (Helicobacter pylori 26695),,DIP-4992E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3141N,,O25466,,85962 (Helicobacter pylori 26695),,DIP-3509N,,O25362,,85962 (Helicobacter pylori 26695),,DIP-4993E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3141N,,O25466,,85962 (Helicobacter pylori 26695),,DIP-3159N,,P56474,,85962 (Helicobacter pylori 26695),,DIP-4994E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3141N,,O25466,,85962 (Helicobacter pylori 26695),,DIP-3141N,,O25466,,85962 (Helicobacter pylori 26695),,DIP-4995E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3141N,,O25466,,85962 (Helicobacter pylori 26695),,DIP-3141N,,O25466,,85962 (Helicobacter pylori 26695),,DIP-4995E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3141N,,O25466,,85962 (Helicobacter pylori 26695),,DIP-3050N,,O25480,,85962 (Helicobacter pylori 26695),,DIP-5000E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3141N,,O25466,,85962 (Helicobacter pylori 26695),,DIP-3406N,,P56130,,85962 (Helicobacter pylori 26695),,DIP-4990E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3141N,,O25466,,85962 (Helicobacter pylori 26695),,DIP-3257N,,O25806,,85962 (Helicobacter pylori 26695),,DIP-5358E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3141N,,O25466,,85962 (Helicobacter pylori 26695),,DIP-3514N,,O25618,,85962 (Helicobacter pylori 26695),,DIP-5001E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3141N,,O25466,,85962 (Helicobacter pylori 26695),,DIP-3515N,,O25703,,85962 (Helicobacter pylori 26695),,DIP-5002E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3141N,,O25466,,85962 (Helicobacter pylori 26695),,DIP-3066N,,O25864,,85962 (Helicobacter pylori 26695),,DIP-5003E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3141N,,O25466,,85962 (Helicobacter pylori 26695),,DIP-3329N,,O25909,,85962 (Helicobacter pylori 26695),,DIP-5004E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3141N,,O25466,,85962 (Helicobacter pylori 26695),,DIP-3053N,,O34810,,85962 (Helicobacter pylori 26695),,DIP-5005E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3141N,,O25466,,85962 (Helicobacter pylori 26695),,DIP-3587N,,O25587,,85962 (Helicobacter pylori 26695),,DIP-5169E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3141N,,O25466,,85962 (Helicobacter pylori 26695),,DIP-3651N,,O25730,,85962 (Helicobacter pylori 26695),,DIP-5325E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3141N,,O25466,,85962 (Helicobacter pylori 26695),,DIP-3671N,,O25821,,85962 (Helicobacter pylori 26695),,DIP-5376E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3141N,,O25466,,85962 (Helicobacter pylori 26695),,DIP-3730N,,O25966,,85962 (Helicobacter pylori 26695),,DIP-5536E,,two hybrid,,11196647,,physical interaction,,high throughput
O25500	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O25510	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O25526	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O25547	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O25553	DIP-3575N,,O25553,,85962 (Helicobacter pylori 26695),,DIP-3271N,,O25533,,85962 (Helicobacter pylori 26695),,DIP-5137E,,two hybrid,,11196647,,physical interaction,,high throughput
O25595	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O25610	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O25616	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O25661	DIP-3084N,,O25661,,85962 (Helicobacter pylori 26695),,DIP-3075N,,O24861,,85962 (Helicobacter pylori 26695),,DIP-4341E,,two hybrid,,11196647,,physical interaction,,high throughput
O25664	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O25672	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O25695	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O25752	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O25806	DIP-3257N,,O25806,,85962 (Helicobacter pylori 26695),,DIP-3253N,,O24961,,85962 (Helicobacter pylori 26695),,DIP-4541E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3257N,,O25806,,85962 (Helicobacter pylori 26695),,DIP-3276N,,O24992,,85962 (Helicobacter pylori 26695),,DIP-4571E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3257N,,O25806,,85962 (Helicobacter pylori 26695),,DIP-3282N,,O25011,,85962 (Helicobacter pylori 26695),,DIP-4580E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3257N,,O25806,,85962 (Helicobacter pylori 26695),,DIP-3383N,,O25107,,85962 (Helicobacter pylori 26695),,DIP-4769E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3257N,,O25806,,85962 (Helicobacter pylori 26695),,DIP-3421N,,O25166,,85962 (Helicobacter pylori 26695),,DIP-4818E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3257N,,O25806,,85962 (Helicobacter pylori 26695),,DIP-3141N,,O25466,,85962 (Helicobacter pylori 26695),,DIP-5358E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3257N,,O25806,,85962 (Helicobacter pylori 26695),,DIP-3527N,,O25486,,85962 (Helicobacter pylori 26695),,DIP-5024E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3257N,,O25806,,85962 (Helicobacter pylori 26695),,DIP-3587N,,O25587,,85962 (Helicobacter pylori 26695),,DIP-5172E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3257N,,O25806,,85962 (Helicobacter pylori 26695),,DIP-3291N,,P55972,,85962 (Helicobacter pylori 26695),,DIP-5283E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3257N,,O25806,,85962 (Helicobacter pylori 26695),,DIP-3055N,,P55993,,85962 (Helicobacter pylori 26695),,DIP-5351E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3257N,,O25806,,85962 (Helicobacter pylori 26695),,DIP-3665N,,P71404,,85962 (Helicobacter pylori 26695),,DIP-5352E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3257N,,O25806,,85962 (Helicobacter pylori 26695),,DIP-3592N,,O25047,,85962 (Helicobacter pylori 26695),,DIP-5353E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3257N,,O25806,,85962 (Helicobacter pylori 26695),,DIP-3666N,,O25066,,85962 (Helicobacter pylori 26695),,DIP-5354E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3257N,,O25806,,85962 (Helicobacter pylori 26695),,DIP-3399N,,O25135,,85962 (Helicobacter pylori 26695),,DIP-5355E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3257N,,O25806,,85962 (Helicobacter pylori 26695),,DIP-3229N,,O25199,,85962 (Helicobacter pylori 26695),,DIP-5356E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3257N,,O25806,,85962 (Helicobacter pylori 26695),,DIP-3159N,,P56474,,85962 (Helicobacter pylori 26695),,DIP-5357E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3257N,,O25806,,85962 (Helicobacter pylori 26695),,DIP-3266N,,P56419,,85962 (Helicobacter pylori 26695),,DIP-5359E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3257N,,O25806,,85962 (Helicobacter pylori 26695),,DIP-3514N,,O25618,,85962 (Helicobacter pylori 26695),,DIP-5360E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3257N,,O25806,,85962 (Helicobacter pylori 26695),,DIP-3621N,,O25676,,85962 (Helicobacter pylori 26695),,DIP-5361E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3257N,,O25806,,85962 (Helicobacter pylori 26695),,DIP-3238N,,P94846,,85962 (Helicobacter pylori 26695),,DIP-5362E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3257N,,O25806,,85962 (Helicobacter pylori 26695),,DIP-3072N,,O25749,,85962 (Helicobacter pylori 26695),,DIP-5363E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3257N,,O25806,,85962 (Helicobacter pylori 26695),,DIP-3257N,,O25806,,85962 (Helicobacter pylori 26695),,DIP-5364E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3257N,,O25806,,85962 (Helicobacter pylori 26695),,DIP-3257N,,O25806,,85962 (Helicobacter pylori 26695),,DIP-5364E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3257N,,O25806,,85962 (Helicobacter pylori 26695),,DIP-3667N,,O25817,,85962 (Helicobacter pylori 26695),,DIP-5365E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3257N,,O25806,,85962 (Helicobacter pylori 26695),,DIP-3066N,,O25864,,85962 (Helicobacter pylori 26695),,DIP-5366E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3257N,,O25806,,85962 (Helicobacter pylori 26695),,DIP-3517N,,O25930,,85962 (Helicobacter pylori 26695),,DIP-5367E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3257N,,O25806,,85962 (Helicobacter pylori 26695),,DIP-3068N,,O34461,,85962 (Helicobacter pylori 26695),,DIP-5368E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3257N,,O25806,,85962 (Helicobacter pylori 26695),,DIP-3396N,,P56001,,85962 (Helicobacter pylori 26695),,DIP-5451E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3257N,,O25806,,85962 (Helicobacter pylori 26695),,DIP-3189N,,O26066,,85962 (Helicobacter pylori 26695),,DIP-5369E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3257N,,O25806,,85962 (Helicobacter pylori 26695),,DIP-3163N,,O25604,,85962 (Helicobacter pylori 26695),,DIP-5203E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3257N,,O25806,,85962 (Helicobacter pylori 26695),,DIP-3730N,,O25966,,85962 (Helicobacter pylori 26695),,DIP-5538E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3257N,,O25806,,85962 (Helicobacter pylori 26695),,DIP-3574N,,O26000,,85962 (Helicobacter pylori 26695),,DIP-5578E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3257N,,O25806,,85962 (Helicobacter pylori 26695),,DIP-3552N,,O26026,,85962 (Helicobacter pylori 26695),,DIP-5618E,,two hybrid,,11196647,,physical interaction,,high throughput
O25819	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O25852	DIP-3413N,,O25852,,85962 (Helicobacter pylori 26695),,DIP-3411N,,P43312,,85962 (Helicobacter pylori 26695),,DIP-4805E,,two hybrid,,11196647,,physical interaction,,high throughput
O25879	DIP-3770N,,O25879,,85962 (Helicobacter pylori 26695),,DIP-3064N,,P56143,,85962 (Helicobacter pylori 26695),,DIP-5738E,,two hybrid,,11196647,,physical interaction,,high throughput
O25953	DIP-3702N,,O25953,,85962 (Helicobacter pylori 26695),,DIP-3701N,,P55974,,85962 (Helicobacter pylori 26695),,DIP-5463E,,two hybrid,,11196647,,physical interaction,,high throughput
O26013	DIP-3420N,,O26013,,85962 (Helicobacter pylori 26695),,DIP-3416N,,P56145,,85962 (Helicobacter pylori 26695),,DIP-4816E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3420N,,O26013,,85962 (Helicobacter pylori 26695),,DIP-3606N,,O25615,,85962 (Helicobacter pylori 26695),,DIP-5237E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3420N,,O26013,,85962 (Helicobacter pylori 26695),,DIP-3674N,,O25822,,85962 (Helicobacter pylori 26695),,DIP-5382E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3420N,,O26013,,85962 (Helicobacter pylori 26695),,DIP-3420N,,O26013,,85962 (Helicobacter pylori 26695),,DIP-5582E,,two hybrid,,11196647,,physical interaction,,high throughput;;DIP-3420N,,O26013,,85962 (Helicobacter pylori 26695),,DIP-3420N,,O26013,,85962 (Helicobacter pylori 26695),,DIP-5582E,,two hybrid,,11196647,,physical interaction,,high throughput
O26019	DIP-3503N,,O26019,,85962 (Helicobacter pylori 26695),,DIP-3458N,,O25448,,85962 (Helicobacter pylori 26695),,DIP-4980E,,two hybrid,,11196647,,physical interaction,,high throughput
O26037	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O26046	DIP-3314N,,O26046,,85962 (Helicobacter pylori 26695),,DIP-3310N,,O25041,,85962 (Helicobacter pylori 26695),,DIP-4634E,,two hybrid,,11196647,,physical interaction,,high throughput
O26058	DIP-3727N,,O26058,,85962 (Helicobacter pylori 26695),,DIP-3068N,,O34461,,85962 (Helicobacter pylori 26695),,DIP-5525E,,two hybrid,,11196647,,physical interaction,,high throughput
O26090	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O26094	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O26098	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O26103	DIP-3611N,,O26103,,85962 (Helicobacter pylori 26695),,DIP-3124N,,O25629,,85962 (Helicobacter pylori 26695),,DIP-5239E,,two hybrid,,11196647,,physical interaction,,high throughput
O28471	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O30245	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O30409	DIP-29492N,,O30409,,DIP-58924E,,DIP-29490N,,,,54914 (Brevibacillus parabrevis),,enzymatic study,,17637339,,direct interaction,,small scale,,;;DIP-29492N,,O30409,,DIP-58925E,,DIP-29491N,,,,54914 (Brevibacillus parabrevis),,enzymatic study,,17637339,,direct interaction,,small scale,,;;DIP-29492N,,O30409,,54914 (Brevibacillus parabrevis),,DIP-59839N,,Q08788,,1423 (Bacillus subtilis),,DIP-189582E,,nuclear magnetic resonance,,18704089,,direct interaction,,small scale
O31149	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O31447	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O31458	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O31462	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O31487	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O31489	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O31501	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O31509	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O31540	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O31541	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O31544	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O31556	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O31567	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O31587	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O31592	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O31605	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O31609	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O31611	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O31612	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O31618	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O31622	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O31629	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O31644	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O31645	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O31646	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O31657	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O31662	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O31663	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O31666	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O31669	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O31672	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O31673	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O31684	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O31691	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O31716	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O31717	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O31741	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O31749	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O31760	DIP-59141N,,O31760,,1423 (Bacillus subtilis),,DIP-46392N,,Q45493,,1423 (Bacillus subtilis),,DIP-187162E,,comigration in non denaturing gel electrophoresis; surface plasmon resonance; surface plasmon resonance,,21893285; 21893285; 21893285,,direct interaction; direct interaction; direct interaction,,small scale; small scale; small scale;;DIP-59141N,,O31760,,1423 (Bacillus subtilis),,DIP-59141N,,O31760,,1423 (Bacillus subtilis),,DIP-187163E,,molecular sieving,,21893285,,direct interaction,,small scale;;DIP-59141N,,O31760,,1423 (Bacillus subtilis),,DIP-59141N,,O31760,,1423 (Bacillus subtilis),,DIP-187163E,,molecular sieving,,21893285,,direct interaction,,small scale
