Protein	ID,,Description
A0QWS9	msb00230,,Purine metabolism;;msb01100,,Metabolic pathways;;msm00230,,Purine metabolism;;msm01100,,Metabolic pathways
A0QWV0	msb00740,,Riboflavin metabolism;;msb00790,,Folate biosynthesis;;msb01100,,Metabolic pathways;;msb01110,,Biosynthesis of secondary metabolites;;msm00740,,Riboflavin metabolism;;msm00790,,Folate biosynthesis;;msm01100,,Metabolic pathways;;msm01110,,Biosynthesis of secondary metabolites
A0QYB1	N/A,,N/A
A0QYE8	msb00230,,Purine metabolism;;msb01100,,Metabolic pathways;;msb01110,,Biosynthesis of secondary metabolites;;msm00230,,Purine metabolism;;msm01100,,Metabolic pathways;;msm01110,,Biosynthesis of secondary metabolites
A0QYF6	N/A,,N/A
A0QYG2	N/A,,N/A
A0QYQ0	msb00240,,Pyrimidine metabolism;;msb01100,,Metabolic pathways;;msm00240,,Pyrimidine metabolism;;msm01100,,Metabolic pathways
A0QYR3	N/A,,N/A
A0R006	N/A,,N/A
A0R012	N/A,,N/A
A0R049	msb00190,,Oxidative phosphorylation;;msb01100,,Metabolic pathways;;msm00190,,Oxidative phosphorylation;;msm01100,,Metabolic pathways
A0R054	N/A,,N/A
A0R082	N/A,,N/A
A0R0F3	N/A,,N/A
A0R0W9	msb00500,,Starch and sucrose metabolism;;msb01100,,Metabolic pathways;;msg00500,,Starch and sucrose metabolism;;msg01100,,Metabolic pathways;;msm00500,,Starch and sucrose metabolism;;msm01100,,Metabolic pathways
A0R2J4	N/A,,N/A
A0R2U6	N/A,,N/A
A0R2V4	N/A,,N/A
A0R2X1	N/A,,N/A
A0R2X3	msb00270,,Cysteine and methionine metabolism;;msb00450,,Selenocompound metabolism;;msb00920,,Sulfur metabolism;;msb01100,,Metabolic pathways;;msb01110,,Biosynthesis of secondary metabolites;;msb01130,,Biosynthesis of antibiotics;;msb01230,,Biosynthesis of amino acids;;msm00270,,Cysteine and methionine metabolism;;msm00450,,Selenocompound metabolism;;msm00920,,Sulfur metabolism;;msm01100,,Metabolic pathways;;msm01110,,Biosynthesis of secondary metabolites;;msm01130,,Biosynthesis of antibiotics;;msm01230,,Biosynthesis of amino acids
A0R316	N/A,,N/A
A0R368	N/A,,N/A
A0R3C1	N/A,,N/A
A0R3K5	N/A,,N/A
A0R3L2	N/A,,N/A
A0R3M3	msb00020,,Citrate cycle (TCA cycle);;msb00640,,Propanoate metabolism;;msb00660,,C5-Branched dibasic acid metabolism;;msb01100,,Metabolic pathways;;msb01110,,Biosynthesis of secondary metabolites;;msb01120,,Microbial metabolism in diverse environments;;msb01130,,Biosynthesis of antibiotics;;msb01200,,Carbon metabolism;;msm00020,,Citrate cycle (TCA cycle);;msm00640,,Propanoate metabolism;;msm00660,,C5-Branched dibasic acid metabolism;;msm01100,,Metabolic pathways;;msm01110,,Biosynthesis of secondary metabolites;;msm01120,,Microbial metabolism in diverse environments;;msm01130,,Biosynthesis of antibiotics;;msm01200,,Carbon metabolism
A0R3M6	N/A,,N/A
A0R4B3	msb00061,,Fatty acid biosynthesis;;msb01040,,Biosynthesis of unsaturated fatty acids;;msb01212,,Fatty acid metabolism;;msm00061,,Fatty acid biosynthesis;;msm01040,,Biosynthesis of unsaturated fatty acids;;msm01212,,Fatty acid metabolism
A0R4G4	msb00230,,Purine metabolism;;msb01100,,Metabolic pathways;;msb01110,,Biosynthesis of secondary metabolites;;msb01130,,Biosynthesis of antibiotics;;msm00230,,Purine metabolism;;msm01100,,Metabolic pathways;;msm01110,,Biosynthesis of secondary metabolites;;msm01130,,Biosynthesis of antibiotics
A0R4R5	N/A,,N/A
A0R574	N/A,,N/A
A0R582	N/A,,N/A
A0R5B0	N/A,,N/A
A0R5D6	msb00230,,Purine metabolism;;msm00230,,Purine metabolism
A0R5R8	N/A,,N/A
A0R5Z0	N/A,,N/A
A0R6Z6	N/A,,N/A
A0R7H5	msb00970,,Aminoacyl-tRNA biosynthesis;;msg00970,,Aminoacyl-tRNA biosynthesis;;msm00970,,Aminoacyl-tRNA biosynthesis
A0R7J1	msm01503,,Cationic antimicrobial peptide (CAMP) resistance
A0R7J6	N/A,,N/A
A1JS01	yen03020,,RNA polymerase
A1JS57	yen03010,,Ribosome
A1KEI6	N/A,,N/A
A1KEM3	mbb03010,,Ribosome
A1KEN2	N/A,,N/A
A1KEU8	mbb00500,,Starch and sucrose metabolism;;mbb01100,,Metabolic pathways
A1KF76	mbb00860,,Porphyrin and chlorophyll metabolism;;mbb01100,,Metabolic pathways
A1KFE4	mbb00240,,Pyrimidine metabolism;;mbb01100,,Metabolic pathways
A1KFH2	mbb03018,,RNA degradation;;mbb05152,,Tuberculosis
A1KFH3	N/A,,N/A
A1KFQ1	N/A,,N/A
A1KFR2	mbb03018,,RNA degradation;;mbb05152,,Tuberculosis
A1KFV6	mbb00520,,Amino sugar and nucleotide sugar metabolism;;mbb00550,,Peptidoglycan biosynthesis;;mbb01100,,Metabolic pathways
A1KG00	mbb00860,,Porphyrin and chlorophyll metabolism;;mbb01100,,Metabolic pathways;;mbb01110,,Biosynthesis of secondary metabolites;;mbb01120,,Microbial metabolism in diverse environments
A1KG35	mbb00130,,Ubiquinone and other terpenoid-quinone biosynthesis;;mbb01100,,Metabolic pathways;;mbb01110,,Biosynthesis of secondary metabolites
A1KG43	N/A,,N/A
A1KGB4	mbb03010,,Ribosome
A1KGE8	mbb03020,,RNA polymerase
A1KGF0	mbb03410,,Base excision repair
A1KGG3	mbb03010,,Ribosome
A1KGG5	N/A,,N/A
A1KGI6	mbb03010,,Ribosome
A1KGI8	mbb03010,,Ribosome
A1KGJ6	mbb03010,,Ribosome
A1KGL4	mbb00230,,Purine metabolism;;mbb00730,,Thiamine metabolism;;mbb01100,,Metabolic pathways;;mbb01110,,Biosynthesis of secondary metabolites;;mbb01130,,Biosynthesis of antibiotics
A1KGY5	N/A,,N/A
A1KH33	N/A,,N/A
A1KH91	mbb00230,,Purine metabolism;;mbb00670,,One carbon pool by folate;;mbb01100,,Metabolic pathways;;mbb01110,,Biosynthesis of secondary metabolites;;mbb01130,,Biosynthesis of antibiotics
A1KHA2	N/A,,N/A
A1KHE8	N/A,,N/A
A1KHE9	mbb00900,,Terpenoid backbone biosynthesis;;mbb01100,,Metabolic pathways;;mbb01110,,Biosynthesis of secondary metabolites;;mbb01130,,Biosynthesis of antibiotics
A1KHL8	N/A,,N/A
A1KHN9	mbb00010,,Glycolysis / Gluconeogenesis;;mbb00030,,Pentose phosphate pathway;;mbb00051,,Fructose and mannose metabolism;;mbb00680,,Methane metabolism;;mbb01100,,Metabolic pathways;;mbb01110,,Biosynthesis of secondary metabolites;;mbb01120,,Microbial metabolism in diverse environments;;mbb01130,,Biosynthesis of antibiotics;;mbb01200,,Carbon metabolism
A1KHS4	mbb00270,,Cysteine and methionine metabolism;;mbb00450,,Selenocompound metabolism;;mbb01100,,Metabolic pathways;;mbb01110,,Biosynthesis of secondary metabolites;;mbb01230,,Biosynthesis of amino acids
A1KI95	mbb00190,,Oxidative phosphorylation;;mbb01100,,Metabolic pathways
A1KI97	mbb00190,,Oxidative phosphorylation;;mbb01100,,Metabolic pathways
A1KIM7	mbb00010,,Glycolysis / Gluconeogenesis;;mbb00051,,Fructose and mannose metabolism;;mbb00562,,Inositol phosphate metabolism;;mbb01100,,Metabolic pathways;;mbb01110,,Biosynthesis of secondary metabolites;;mbb01120,,Microbial metabolism in diverse environments;;mbb01130,,Biosynthesis of antibiotics;;mbb01200,,Carbon metabolism;;mbb01230,,Biosynthesis of amino acids
A1KIN7	mbb00030,,Pentose phosphate pathway;;mbb01100,,Metabolic pathways;;mbb01110,,Biosynthesis of secondary metabolites;;mbb01120,,Microbial metabolism in diverse environments;;mbb01130,,Biosynthesis of antibiotics;;mbb01200,,Carbon metabolism;;mbb01230,,Biosynthesis of amino acids
A1KIS1	N/A,,N/A
A1KJ01	mbb00780,,Biotin metabolism;;mbb01100,,Metabolic pathways
A1KJ27	mbb00400,,Phenylalanine, tyrosine and tryptophan biosynthesis;;mbb01100,,Metabolic pathways;;mbb01110,,Biosynthesis of secondary metabolites;;mbb01130,,Biosynthesis of antibiotics;;mbb01230,,Biosynthesis of amino acids
A1KJD0	N/A,,N/A
A1KJN3	mbb02024,,Quorum sensing;;mbb03060,,Protein export;;mbb03070,,Bacterial secretion system
A1KJP9	mbb00620,,Pyruvate metabolism;;mbb00630,,Glyoxylate and dicarboxylate metabolism;;mbb01100,,Metabolic pathways;;mbb01110,,Biosynthesis of secondary metabolites;;mbb01120,,Microbial metabolism in diverse environments;;mbb01200,,Carbon metabolism
A1KJR2	mbb00220,,Arginine biosynthesis;;mbb00230,,Purine metabolism;;mbb01100,,Metabolic pathways;;mbb01120,,Microbial metabolism in diverse environments
A1KJR4	N/A,,N/A
A1KJX3	mbb00360,,Phenylalanine metabolism;;mbb00380,,Tryptophan metabolism;;mbb00983,,Drug metabolism - other enzymes;;mbb01100,,Metabolic pathways;;mbb01110,,Biosynthesis of secondary metabolites
A1KKE0	mbb03060,,Protein export;;mbb03070,,Bacterial secretion system
A1KKH3	N/A,,N/A
A1KKJ6	mbb00550,,Peptidoglycan biosynthesis;;mbb01100,,Metabolic pathways;;mbb01502,,Vancomycin resistance
A1KKJ8	mbb00471,,D-Glutamine and D-glutamate metabolism;;mbb00550,,Peptidoglycan biosynthesis;;mbb01100,,Metabolic pathways
A1KKK8	N/A,,N/A
A1KKK9	N/A,,N/A
A1KKQ5	mbb00480,,Glutathione metabolism;;mbb01100,,Metabolic pathways
A1KL43	mbb00230,,Purine metabolism
A1KLE1	mbb00230,,Purine metabolism;;mbb00240,,Pyrimidine metabolism;;mbb00983,,Drug metabolism - other enzymes;;mbb01100,,Metabolic pathways;;mbb01110,,Biosynthesis of secondary metabolites;;mbb01130,,Biosynthesis of antibiotics
A1KLF8	N/A,,N/A
A1KLQ3	mbb00970,,Aminoacyl-tRNA biosynthesis
A1KLT2	mbb00230,,Purine metabolism;;mbb01100,,Metabolic pathways
A1KLV6	mbb00750,,Vitamin B6 metabolism
A1KMC6	mbb03018,,RNA degradation
A1KMI1	N/A,,N/A
A1KMI2	N/A,,N/A
A1KML3	mbb00900,,Terpenoid backbone biosynthesis;;mbb01100,,Metabolic pathways;;mbb01110,,Biosynthesis of secondary metabolites;;mbb01130,,Biosynthesis of antibiotics
A1KML5	mbb00900,,Terpenoid backbone biosynthesis;;mbb01100,,Metabolic pathways;;mbb01110,,Biosynthesis of secondary metabolites;;mbb01130,,Biosynthesis of antibiotics
A1KMM4	N/A,,N/A
A1KMQ3	mbb03010,,Ribosome
A1KMU5	N/A,,N/A
A1KMW6	N/A,,N/A
A1KNQ0	mbb00270,,Cysteine and methionine metabolism;;mbb01100,,Metabolic pathways
A1KP49	mbb00670,,One carbon pool by folate;;mbb01100,,Metabolic pathways;;mbb01120,,Microbial metabolism in diverse environments;;mbb01200,,Carbon metabolism
A1KP65	mbb00500,,Starch and sucrose metabolism;;mbb01100,,Metabolic pathways
A1KPA9	N/A,,N/A
A1KPC8	mbb00520,,Amino sugar and nucleotide sugar metabolism;;mbb01100,,Metabolic pathways;;mbb01130,,Biosynthesis of antibiotics
A1KPE4	mbb03010,,Ribosome
A1KPE8	N/A,,N/A
A1KPR8	mbb00900,,Terpenoid backbone biosynthesis;;mbb01100,,Metabolic pathways;;mbb01110,,Biosynthesis of secondary metabolites;;mbb01130,,Biosynthesis of antibiotics
A1KPS2	N/A,,N/A
A1KQF8	N/A,,N/A
A1KQG0	N/A,,N/A
A1KQH3	mbb00400,,Phenylalanine, tyrosine and tryptophan biosynthesis;;mbb01100,,Metabolic pathways;;mbb01110,,Biosynthesis of secondary metabolites;;mbb01130,,Biosynthesis of antibiotics;;mbb01230,,Biosynthesis of amino acids
A2RN46	llm00010,,Glycolysis / Gluconeogenesis;;llm00030,,Pentose phosphate pathway;;llm00051,,Fructose and mannose metabolism;;llm00680,,Methane metabolism;;llm01100,,Metabolic pathways;;llm01110,,Biosynthesis of secondary metabolites;;llm01120,,Microbial metabolism in diverse environments;;llm01130,,Biosynthesis of antibiotics;;llm01200,,Carbon metabolism;;llm01230,,Biosynthesis of amino acids
A2T9S8	N/A,,N/A
A3M1G4	acb03020,,RNA polymerase
A3M8K2	N/A,,N/A
A4F5N2	sen02020,,Two-component system
A4F5N9	N/A,,N/A
A4F5R2	N/A,,N/A
A4F5S3	N/A,,N/A
A4F5S9	N/A,,N/A
A4F5W8	N/A,,N/A
A4F5Z4	N/A,,N/A
A4F627	N/A,,N/A
A4F672	N/A,,N/A
A4F673	N/A,,N/A
A4F696	sen00361,,Chlorocyclohexane and chlorobenzene degradation;;sen00364,,Fluorobenzoate degradation;;sen00623,,Toluene degradation;;sen01100,,Metabolic pathways;;sen01110,,Biosynthesis of secondary metabolites;;sen01120,,Microbial metabolism in diverse environments;;sen01130,,Biosynthesis of antibiotics
A4F6D0	N/A,,N/A
A4F6H7	sen00380,,Tryptophan metabolism;;sen00630,,Glyoxylate and dicarboxylate metabolism;;sen01110,,Biosynthesis of secondary metabolites;;sen01130,,Biosynthesis of antibiotics;;sen01200,,Carbon metabolism
A4F6I7	N/A,,N/A
A4F6L2	sen00010,,Glycolysis / Gluconeogenesis;;sen00620,,Pyruvate metabolism;;sen00630,,Glyoxylate and dicarboxylate metabolism;;sen00640,,Propanoate metabolism;;sen00680,,Methane metabolism;;sen01100,,Metabolic pathways;;sen01110,,Biosynthesis of secondary metabolites;;sen01120,,Microbial metabolism in diverse environments;;sen01130,,Biosynthesis of antibiotics;;sen01200,,Carbon metabolism
A4F6R6	sen00550,,Peptidoglycan biosynthesis
A4F6T8	N/A,,N/A
A4F6U4	N/A,,N/A
A4F6X7	N/A,,N/A
A4F6Y5	N/A,,N/A
A4F709	sen00260,,Glycine, serine and threonine metabolism;;sen01100,,Metabolic pathways;;sen01120,,Microbial metabolism in diverse environments;;sen01210,,2-Oxocarboxylic acid metabolism;;sen01230,,Biosynthesis of amino acids
A4F741	N/A,,N/A
A4F749	sen03018,,RNA degradation
A4F761	N/A,,N/A
A4F779	N/A,,N/A
A4F7E0	N/A,,N/A
A4F7G2	sen00750,,Vitamin B6 metabolism;;sen01100,,Metabolic pathways;;sen01120,,Microbial metabolism in diverse environments
A4F7J1	N/A,,N/A
A4F7L1	N/A,,N/A
A4F7L3	N/A,,N/A
A4F7T4	N/A,,N/A
A4F7U1	sen00040,,Pentose and glucuronate interconversions;;sen00052,,Galactose metabolism;;sen00500,,Starch and sucrose metabolism;;sen00520,,Amino sugar and nucleotide sugar metabolism;;sen01100,,Metabolic pathways;;sen01130,,Biosynthesis of antibiotics
A4F7V1	N/A,,N/A
A4F7Y7	N/A,,N/A
A4F7Z3	N/A,,N/A
A4F812	sen01501,,beta-Lactam resistance;;sen02010,,ABC transporters;;sen02024,,Quorum sensing
A4F831	N/A,,N/A
A4F834	N/A,,N/A
A4F864	sen00130,,Ubiquinone and other terpenoid-quinone biosynthesis;;sen00350,,Tyrosine metabolism;;sen00360,,Phenylalanine metabolism;;sen01100,,Metabolic pathways
A4F866	N/A,,N/A
A4F8H9	N/A,,N/A
A4F8K1	N/A,,N/A
A4F8L7	N/A,,N/A
A4F8M0	N/A,,N/A
A4F8N5	sen03420,,Nucleotide excision repair;;sen03430,,Mismatch repair
A4F8P2	N/A,,N/A
A4F8P6	N/A,,N/A
A4F8Q6	N/A,,N/A
A4F8R2	N/A,,N/A
A4F8W1	N/A,,N/A
A4F8X2	N/A,,N/A
A4F9A1	N/A,,N/A
A4F9C2	N/A,,N/A
A4F9D0	N/A,,N/A
A4F9K3	sen03018,,RNA degradation
A4F9L3	N/A,,N/A
A4F9N4	sen00260,,Glycine, serine and threonine metabolism;;sen00750,,Vitamin B6 metabolism;;sen01100,,Metabolic pathways;;sen01110,,Biosynthesis of secondary metabolites;;sen01120,,Microbial metabolism in diverse environments;;sen01230,,Biosynthesis of amino acids
A4F9P6	sen00630,,Glyoxylate and dicarboxylate metabolism;;sen01100,,Metabolic pathways;;sen01110,,Biosynthesis of secondary metabolites;;sen01120,,Microbial metabolism in diverse environments;;sen01200,,Carbon metabolism
A4F9S0	sen00230,,Purine metabolism;;sen00261,,Monobactam biosynthesis;;sen00450,,Selenocompound metabolism;;sen00920,,Sulfur metabolism;;sen01100,,Metabolic pathways;;sen01120,,Microbial metabolism in diverse environments;;sen01130,,Biosynthesis of antibiotics
A4F9S9	N/A,,N/A
A4F9T1	N/A,,N/A
A4F9U5	N/A,,N/A
A4F9X1	sen01130,,Biosynthesis of antibiotics
A4FA57	N/A,,N/A
A4FA64	N/A,,N/A
A4FA98	N/A,,N/A
A4FAC4	N/A,,N/A
A4FAD7	sen00061,,Fatty acid biosynthesis;;sen00071,,Fatty acid degradation;;sen01100,,Metabolic pathways;;sen01212,,Fatty acid metabolism;;sen02024,,Quorum sensing
A4FAF3	N/A,,N/A
A4FAH9	sen03440,,Homologous recombination
A4FAK3	N/A,,N/A
A4FAK6	sen00230,,Purine metabolism;;sen00240,,Pyrimidine metabolism;;sen01100,,Metabolic pathways
A4FAP2	sen00010,,Glycolysis / Gluconeogenesis;;sen00520,,Amino sugar and nucleotide sugar metabolism;;sen01100,,Metabolic pathways;;sen01110,,Biosynthesis of secondary metabolites;;sen01120,,Microbial metabolism in diverse environments;;sen01130,,Biosynthesis of antibiotics;;sen01200,,Carbon metabolism
A4FAP3	sen00521,,Streptomycin biosynthesis;;sen00562,,Inositol phosphate metabolism;;sen01100,,Metabolic pathways
A4FAT2	N/A,,N/A
A4FB27	N/A,,N/A
A4FBB3	sen00230,,Purine metabolism
A4FBC4	N/A,,N/A
A4FBD3	sen00970,,Aminoacyl-tRNA biosynthesis
A4FBI4	sen00270,,Cysteine and methionine metabolism;;sen01100,,Metabolic pathways;;sen01110,,Biosynthesis of secondary metabolites;;sen01230,,Biosynthesis of amino acids
A4FBP1	sen00030,,Pentose phosphate pathway;;sen01051,,Biosynthesis of ansamycins;;sen01100,,Metabolic pathways;;sen01110,,Biosynthesis of secondary metabolites;;sen01120,,Microbial metabolism in diverse environments;;sen01130,,Biosynthesis of antibiotics;;sen01200,,Carbon metabolism;;sen01230,,Biosynthesis of amino acids
A4FBQ8	sen00450,,Selenocompound metabolism;;sen01100,,Metabolic pathways
A4FBR0	N/A,,N/A
A4FBX6	sen03050,,Proteasome
A4FBY4	N/A,,N/A
A4FC08	N/A,,N/A
A4FC51	N/A,,N/A
A4FCQ4	N/A,,N/A
A4FCW1	N/A,,N/A
A4FD29	sen02024,,Quorum sensing
A4FDM8	N/A,,N/A
A4FDV0	N/A,,N/A
A4FDV3	N/A,,N/A
A4FDX2	N/A,,N/A
A4FE67	N/A,,N/A
A4FEJ5	N/A,,N/A
A4FER8	N/A,,N/A
A4FES9	N/A,,N/A
A4FET2	N/A,,N/A
A4FEW8	N/A,,N/A
A4FF50	sen00061,,Fatty acid biosynthesis;;sen00280,,Valine, leucine and isoleucine degradation;;sen00620,,Pyruvate metabolism;;sen00630,,Glyoxylate and dicarboxylate metabolism;;sen00640,,Propanoate metabolism;;sen01100,,Metabolic pathways;;sen01110,,Biosynthesis of secondary metabolites;;sen01120,,Microbial metabolism in diverse environments;;sen01130,,Biosynthesis of antibiotics;;sen01200,,Carbon metabolism;;sen01212,,Fatty acid metabolism
A4FF68	sen00250,,Alanine, aspartate and glutamate metabolism;;sen00410,,beta-Alanine metabolism;;sen00640,,Propanoate metabolism;;sen00650,,Butanoate metabolism;;sen01100,,Metabolic pathways;;sen01120,,Microbial metabolism in diverse environments
A4FF97	N/A,,N/A
A4FFD6	N/A,,N/A
A4FFJ7	sen00360,,Phenylalanine metabolism;;sen01120,,Microbial metabolism in diverse environments
A4FFV0	N/A,,N/A
A4FG56	N/A,,N/A
A4FG72	sen00260,,Glycine, serine and threonine metabolism;;sen01100,,Metabolic pathways
A4FGD8	sen00260,,Glycine, serine and threonine metabolism;;sen00630,,Glyoxylate and dicarboxylate metabolism;;sen01100,,Metabolic pathways;;sen01110,,Biosynthesis of secondary metabolites;;sen01130,,Biosynthesis of antibiotics;;sen01200,,Carbon metabolism
A4FGG8	N/A,,N/A
A4FGJ5	sen00230,,Purine metabolism;;sen01100,,Metabolic pathways
A4FGJ7	sen00260,,Glycine, serine and threonine metabolism
A4FH07	N/A,,N/A
A4FH16	sen00910,,Nitrogen metabolism;;sen01120,,Microbial metabolism in diverse environments;;sen02020,,Two-component system
A4FH84	N/A,,N/A
A4FHF0	N/A,,N/A
A4FHI1	N/A,,N/A
A4FHN5	N/A,,N/A
A4FHR3	N/A,,N/A
A4FHU9	N/A,,N/A
A4FIF5	N/A,,N/A
A4FIQ4	N/A,,N/A
A4FIR1	sen00360,,Phenylalanine metabolism;;sen00380,,Tryptophan metabolism;;sen01100,,Metabolic pathways;;sen01110,,Biosynthesis of secondary metabolites
A4FJJ5	N/A,,N/A
A4FJU5	N/A,,N/A
A4FK75	N/A,,N/A
A4FKG8	N/A,,N/A
A4FKH5	N/A,,N/A
A4FKK6	sen00061,,Fatty acid biosynthesis;;sen00071,,Fatty acid degradation;;sen01100,,Metabolic pathways;;sen01212,,Fatty acid metabolism;;sen02024,,Quorum sensing
A4FKK9	N/A,,N/A
A4FKM7	N/A,,N/A
A4FKN3	N/A,,N/A
A4FKU9	N/A,,N/A
A4FKW8	N/A,,N/A
A4FKX2	N/A,,N/A
A4FKX6	N/A,,N/A
A4FL79	sen00670,,One carbon pool by folate;;sen01100,,Metabolic pathways;;sen01120,,Microbial metabolism in diverse environments;;sen01200,,Carbon metabolism
A4FLD8	sen00010,,Glycolysis / Gluconeogenesis;;sen00020,,Citrate cycle (TCA cycle);;sen00260,,Glycine, serine and threonine metabolism;;sen00280,,Valine, leucine and isoleucine degradation;;sen00310,,Lysine degradation;;sen00380,,Tryptophan metabolism;;sen00620,,Pyruvate metabolism;;sen00630,,Glyoxylate and dicarboxylate metabolism;;sen00640,,Propanoate metabolism;;sen01100,,Metabolic pathways;;sen01110,,Biosynthesis of secondary metabolites;;sen01120,,Microbial metabolism in diverse environments;;sen01130,,Biosynthesis of antibiotics;;sen01200,,Carbon metabolism
A4FLI8	N/A,,N/A
A4FLP4	N/A,,N/A
A4FLT1	N/A,,N/A
A4FLT9	N/A,,N/A
A4FLU1	N/A,,N/A
A4FLU4	N/A,,N/A
A4FM34	N/A,,N/A
A4FM62	sen00860,,Porphyrin and chlorophyll metabolism;;sen01100,,Metabolic pathways
A4FMD6	N/A,,N/A
A4FME7	sen03010,,Ribosome
A4FMF1	sen03010,,Ribosome
A4FMJ9	sen03010,,Ribosome
A4FML6	sen00020,,Citrate cycle (TCA cycle);;sen00620,,Pyruvate metabolism;;sen01100,,Metabolic pathways;;sen01120,,Microbial metabolism in diverse environments;;sen01200,,Carbon metabolism;;sen01230,,Biosynthesis of amino acids
A4FMN8	sen00190,,Oxidative phosphorylation;;sen03018,,RNA degradation
A4FMQ3	sen00260,,Glycine, serine and threonine metabolism;;sen00680,,Methane metabolism;;sen01100,,Metabolic pathways;;sen01120,,Microbial metabolism in diverse environments;;sen01130,,Biosynthesis of antibiotics;;sen01200,,Carbon metabolism;;sen01230,,Biosynthesis of amino acids
A4FMQ5	sen00290,,Valine, leucine and isoleucine biosynthesis;;sen00770,,Pantothenate and CoA biosynthesis;;sen01100,,Metabolic pathways;;sen01110,,Biosynthesis of secondary metabolites;;sen01130,,Biosynthesis of antibiotics;;sen01210,,2-Oxocarboxylic acid metabolism;;sen01230,,Biosynthesis of amino acids
A4FMR9	sen00970,,Aminoacyl-tRNA biosynthesis;;sen01100,,Metabolic pathways
A4FMU4	N/A,,N/A
A4FMU5	N/A,,N/A
A4FMY9	N/A,,N/A
A4FN01	N/A,,N/A
A4FN27	sen00190,,Oxidative phosphorylation;;sen01100,,Metabolic pathways
A4FN29	sen00190,,Oxidative phosphorylation;;sen01100,,Metabolic pathways
A4FN31	sen00190,,Oxidative phosphorylation;;sen01100,,Metabolic pathways
A4FN42	sen03018,,RNA degradation
A4FN70	sen02024,,Quorum sensing
A4FN85	sen02020,,Two-component system
A4FNA3	N/A,,N/A
A4FNB7	N/A,,N/A
A4FND0	N/A,,N/A
A4FNH5	N/A,,N/A
A4FNI7	sen02024,,Quorum sensing;;sen03060,,Protein export;;sen03070,,Bacterial secretion system
A4FNJ6	N/A,,N/A
A4FNK4	sen00051,,Fructose and mannose metabolism;;sen00520,,Amino sugar and nucleotide sugar metabolism;;sen01100,,Metabolic pathways;;sen01110,,Biosynthesis of secondary metabolites;;sen01130,,Biosynthesis of antibiotics
A4FNL5	N/A,,N/A
